SIPP,PickupDateFrom,PickupLocationCode,Duration,CurrentSellPrice,Netrate
SFAR,5/09/2023,Porto Airport,30,39.84,32.2
SFAR,5/09/2023,Porto Airport,8,39.84,20.4
SFAR,5/09/2023,Porto Airport,3,42.46,22.6
SFAR,5/09/2023,Porto Airport,21,39.84,31.6
SFAR,5/09/2023,Porto Airport,9,39.84,20.4
SFAR,5/09/2023,Porto Airport,27,39.84,31.6
MCMR,11/09/2023,Porto Airport,14,15.56,6.6
SFAR,5/09/2023,Porto Airport,26,39.84,31.6
SFAR,5/09/2023,Porto Airport,2,67.79,22.6
SFAR,5/09/2023,Porto Airport,18,39.84,25.8
SFAR,5/09/2023,Porto Airport,19,39.84,25.8
SFAR,5/09/2023,Porto Airport,10,39.84,20.4
SFAR,5/09/2023,Porto Airport,23,39.84,31.6
SFAR,5/09/2023,Porto Airport,5,43.33,19.8
CGAR,5/09/2023,Porto Airport,30,33.2,26.8
CGAR,5/09/2023,Porto Airport,2,56.49,18.8
SFAR,6/09/2023,Porto Airport,24,44.38,31.6
SFAR,6/09/2023,Porto Airport,13,50.86,20.4
NBMH,9/09/2023,Porto Airport,22,14.41,8.8
NBMH,9/09/2023,Porto Airport,17,14.41,8.5
CGAR,5/09/2023,Porto Airport,6,36.11,16.5
CGAR,5/09/2023,Porto Airport,15,33.2,21.5
CGAR,5/09/2023,Porto Airport,31,33.2,26.8
CGAR,5/09/2023,Porto Airport,28,33.2,26.8
NBMH,9/09/2023,Porto Airport,31,14.41,11.8
NBMH,9/09/2023,Porto Airport,15,14.41,8.5
CDMR,2/09/2023,Porto Airport,10,16.51,11
NBMH,9/09/2023,Porto Airport,3,19.36,8
CDMR,2/09/2023,Porto Airport,7,16.51,11.3
NBMH,9/09/2023,Porto Airport,10,14.52,6.7
NBMH,9/09/2023,Porto Airport,16,14.41,8.5
MDMR,1/09/2023,Porto Airport,22,15.5,9
SFMR,1/09/2023,Porto Airport,20,22.32,19
SFMR,1/09/2023,Porto Airport,8,21.5,16.6
SFMR,1/09/2023,Porto Airport,12,21.5,16.6
SFMR,1/09/2023,Porto Airport,26,22.32,20.8
SFMR,1/09/2023,Porto Airport,5,23.77,16
CGMR,25/09/2023,Porto Airport,10,17.09,13.8
CDAR,25/09/2023,Porto Airport,10,26.64,16.5
HDMR,25/09/2023,Porto Airport,10,14.09,7
CDMR,29/09/2023,Porto Airport,10,16.49,11
NBMH,29/09/2023,Porto Airport,10,14.19,6.7
EDAR,29/09/2023,Porto Airport,10,26.8,16
EDAR,25/09/2023,Porto Airport,10,26.14,16
CWMR,25/09/2023,Porto Airport,10,24.72,18
MCMR,29/09/2023,Porto Airport,1,26.14,7.9
CDMR,29/09/2023,Porto Airport,1,28.34,11.8
NBMH,25/09/2023,Porto Airport,9,13.79,6.7
NBMH,18/09/2023,Porto Airport,9,13.71,6.7
EDAR,18/09/2023,Porto Airport,9,26.04,16
MDMR,22/09/2023,Porto Airport,9,14.39,6.8
CDAR,29/09/2023,Porto Airport,9,27.3,16.5
MDMR,15/09/2023,Porto Airport,9,14.82,6.8
SFMR,1/09/2023,Porto Airport,17,22.32,19
SFMR,1/09/2023,Porto Airport,9,21.5,16.6
SFMR,1/09/2023,Porto Airport,23,22.32,20.8
SFMR,1/09/2023,Porto Airport,19,22.32,19
SFMR,1/09/2023,Porto Airport,27,22.32,20.8
SFMR,1/09/2023,Porto Airport,11,21.5,16.6
SFMR,1/09/2023,Porto Airport,7,21.5,16
SFMR,1/09/2023,Porto Airport,31,22.32,21
SFMR,1/09/2023,Porto Airport,22,22.32,20.8
CDMR,9/09/2023,Porto Airport,6,20.96,11.3
CDMR,9/09/2023,Porto Airport,17,16.71,15.1
SFAR,6/09/2023,Porto Airport,4,55.73,19.8
SFAR,6/09/2023,Porto Airport,14,44.38,20.4
SFAR,6/09/2023,Porto Airport,22,44.38,31.6
SFAR,6/09/2023,Porto Airport,31,44.38,32.2
SFAR,6/09/2023,Porto Airport,12,50.86,20.4
SFAR,6/09/2023,Porto Airport,29,44.38,32.2
SFAR,6/09/2023,Porto Airport,25,44.38,31.6
CDMR,9/09/2023,Porto Airport,10,16.82,11
EDAR,5/09/2023,Porto Airport,4,34.38,15.5
EDAR,5/09/2023,Porto Airport,28,32.2,25.3
EDAR,5/09/2023,Porto Airport,15,32.2,20.5
EDAR,5/09/2023,Porto Airport,10,32.2,16
EDAR,5/09/2023,Porto Airport,16,32.2,20.5
EDAR,5/09/2023,Porto Airport,1,55.49,16.5
EDAR,5/09/2023,Porto Airport,8,32.2,16
EDAR,5/09/2023,Porto Airport,31,32.2,25.3
EDAR,5/09/2023,Porto Airport,3,34.38,16.5
EDAR,5/09/2023,Porto Airport,20,32.2,20.5
EDAR,5/09/2023,Porto Airport,14,32.2,16
CDMR,2/09/2023,Porto Airport,1,29.12,11.8
CDMR,2/09/2023,Porto Airport,21,17.62,15.8
CDMR,2/09/2023,Porto Airport,20,17.62,15.1
CDMR,2/09/2023,Porto Airport,28,17.62,16.6
CDMR,2/09/2023,Porto Airport,23,17.62,15.8
CDMR,2/09/2023,Porto Airport,6,20.96,11.3
CDMR,2/09/2023,Porto Airport,17,17.62,15.1
EDAR,5/09/2023,Porto Airport,11,32.2,16
MDMR,10/09/2023,Porto Airport,7,14.72,7.3
MDMR,10/09/2023,Porto Airport,12,14.72,6.8
EDAR,9/09/2023,Porto Airport,4,37.34,15.5
EDAR,9/09/2023,Porto Airport,28,30.57,25.3
EDAR,9/09/2023,Porto Airport,15,30.57,20.5
EDAR,9/09/2023,Porto Airport,10,27.88,16
EDAR,9/09/2023,Porto Airport,16,30.57,20.5
EDAR,9/09/2023,Porto Airport,1,52.59,16.5
CDMR,11/09/2023,Porto Airport,13,17.4,11
EDAR,9/09/2023,Porto Airport,8,27.88,16
EDAR,9/09/2023,Porto Airport,31,30.57,25.3
EDAR,9/09/2023,Porto Airport,3,37.34,16.5
MCMR,11/09/2023,Porto Airport,13,15.2,6.6
CDMR,11/09/2023,Porto Airport,31,17.76,16.6
EDAR,9/09/2023,Porto Airport,20,30.57,20.5
EDAR,9/09/2023,Porto Airport,14,30.57,16
EDAR,9/09/2023,Porto Airport,11,27.88,16
EDAR,9/09/2023,Porto Airport,19,30.57,20.5
EDAR,9/09/2023,Porto Airport,24,30.57,25.3
EDAR,9/09/2023,Porto Airport,29,30.57,25.3
EDAR,9/09/2023,Porto Airport,7,27.88,15.5
MCMR,11/09/2023,Porto Airport,31,15.56,11.7
SFAR,5/09/2023,Porto Airport,6,43.33,19.8
SFAR,5/09/2023,Porto Airport,15,39.84,25.8
SFAR,5/09/2023,Porto Airport,17,39.84,25.8
SFAR,5/09/2023,Porto Airport,1,67.79,22.6
SFAR,5/09/2023,Porto Airport,20,39.84,25.8
CWMR,25/09/2023,Porto Airport,30,19.61,24.3
CGMR,25/09/2023,Porto Airport,30,18.15,17.5
CDAR,25/09/2023,Porto Airport,30,31.68,26
HDMR,25/09/2023,Porto Airport,30,15.15,12.8
CDMR,29/09/2023,Porto Airport,30,16.36,16.6
NBMH,29/09/2023,Porto Airport,30,14.06,11.8
CGAR,15/09/2023,Porto Airport,3,33.55,18.8
DDMR,15/09/2023,Porto Airport,3,19.88,12.8
CDMR,18/09/2023,Porto Airport,3,19.29,11.8
NBMH,15/09/2023,Porto Airport,3,17.08,8
EDAR,15/09/2023,Porto Airport,3,32.55,16.5
CDMR,25/09/2023,Porto Airport,3,18.87,11.8
NBMH,18/09/2023,Porto Airport,3,16.99,8
EDAR,18/09/2023,Porto Airport,3,33.37,16.5
EDAR,25/09/2023,Porto Airport,3,32.55,16.5
CDAR,29/09/2023,Porto Airport,3,33.87,18.3
MDMR,22/09/2023,Porto Airport,3,17.19,8.1
MDMR,15/09/2023,Porto Airport,3,17.28,8.1
CGAR,3/09/2023,Porto Airport,16,39.08,21.5
CGAR,3/09/2023,Porto Airport,24,39.08,26.3
CGAR,3/09/2023,Porto Airport,14,39.08,17
CGAR,3/09/2023,Porto Airport,8,44.89,17
CGAR,29/09/2023,Porto Airport,1,54.86,18.8
DDMR,29/09/2023,Porto Airport,1,28.84,12.8
SFMR,1/09/2023,Porto Airport,30,22.32,21
SFMR,1/09/2023,Porto Airport,25,22.32,20.8
SFMR,1/09/2023,Porto Airport,1,36.14,16.1
SFMR,1/09/2023,Porto Airport,24,22.32,20.8
SFMR,1/09/2023,Porto Airport,3,24.97,16.1
SFMR,1/09/2023,Porto Airport,21,22.32,20.8
CGAR,1/09/2023,Porto Airport,19,45.08,21.5
CGAR,1/09/2023,Porto Airport,9,45.76,17
CGAR,1/09/2023,Porto Airport,3,50.94,18.8
CGAR,1/09/2023,Porto Airport,21,45.08,26.3
CGAR,1/09/2023,Porto Airport,30,45.08,26.8
CGAR,1/09/2023,Porto Airport,13,45.76,17
CGAR,1/09/2023,Porto Airport,27,45.08,26.3
NBMH,9/09/2023,Porto Airport,24,14.41,8.8
MDMR,29/09/2023,Porto Airport,14,14.26,6.8
CGAR,29/09/2023,Porto Airport,14,21.33,17
DDMR,29/09/2023,Porto Airport,14,16.86,12
MDMR,18/09/2023,Porto Airport,12,13.91,6.8
CGAR,18/09/2023,Porto Airport,12,27.04,17
CDMR,2/09/2023,Porto Airport,14,17.62,11
HDMR,22/09/2023,Porto Airport,12,14.49,7
CDMR,2/09/2023,Porto Airport,3,18.96,11.8
NBMH,9/09/2023,Porto Airport,28,14.41,11.8
MCMR,22/09/2023,Porto Airport,12,14.29,6.6
NBMH,9/09/2023,Porto Airport,20,14.41,8.5
CDAR,15/09/2023,Porto Airport,12,28.92,16.5
MDMR,11/09/2023,Porto Airport,12,15.3,6.8
NBMH,9/09/2023,Porto Airport,30,14.41,11.8
CWMR,11/09/2023,Porto Airport,12,27.77,18
CGMR,11/09/2023,Porto Airport,12,18.4,13.8
CDAR,11/09/2023,Porto Airport,12,28.47,16.5
HDMR,11/09/2023,Porto Airport,12,15.4,7
DDMR,1/09/2023,Porto Airport,14,18.1,12
DDMR,1/09/2023,Porto Airport,1,29.62,12.8
DDMR,1/09/2023,Porto Airport,19,18.1,16.1
DDMR,1/09/2023,Porto Airport,25,18.1,16.8
DDMR,1/09/2023,Porto Airport,3,20.31,12.8
DDMR,1/09/2023,Porto Airport,5,19.31,12.3
DDMR,1/09/2023,Porto Airport,27,18.1,16.8
DDMR,1/09/2023,Porto Airport,11,17.42,12
DDMR,1/09/2023,Porto Airport,4,20.31,12.3
DDMR,1/09/2023,Porto Airport,29,18.1,17.6
DDMR,1/09/2023,Porto Airport,10,17.42,12
DDMR,1/09/2023,Porto Airport,7,17.42,12.3
MDMR,10/09/2023,Porto Airport,10,14.72,6.8
MDMR,10/09/2023,Porto Airport,31,14.61,12.6
MDMR,10/09/2023,Porto Airport,27,14.61,9
MDMR,10/09/2023,Porto Airport,20,14.61,8.6
MDMR,10/09/2023,Porto Airport,15,14.61,8.6
SFAR,9/09/2023,Porto Airport,9,34.66,20.4
SFAR,9/09/2023,Porto Airport,27,37.88,31.6
SFAR,9/09/2023,Porto Airport,26,37.88,31.6
SFAR,9/09/2023,Porto Airport,2,64.31,22.6
SFAR,9/09/2023,Porto Airport,18,37.88,25.8
SFAR,9/09/2023,Porto Airport,19,37.88,25.8
SFAR,9/09/2023,Porto Airport,10,34.66,20.4
SFAR,5/09/2023,Porto Airport,11,39.84,20.4
SFAR,5/09/2023,Porto Airport,7,39.84,19.8
SFAR,5/09/2023,Porto Airport,16,39.84,25.8
SFAR,5/09/2023,Porto Airport,28,39.84,32.2
SFAR,5/09/2023,Porto Airport,4,42.46,19.8
SFAR,5/09/2023,Porto Airport,14,39.84,20.4
SFAR,5/09/2023,Porto Airport,22,39.84,31.6
SFAR,5/09/2023,Porto Airport,31,39.84,32.2
SFAR,5/09/2023,Porto Airport,12,39.84,20.4
SFAR,5/09/2023,Porto Airport,29,39.84,32.2
SFAR,5/09/2023,Porto Airport,25,39.84,31.6
SFAR,5/09/2023,Porto Airport,24,39.84,31.6
SFAR,5/09/2023,Porto Airport,13,39.84,20.4
MDMR,5/09/2023,Porto Airport,25,15.5,9
MDMR,5/09/2023,Porto Airport,16,15.5,8.6
MDMR,5/09/2023,Porto Airport,12,14.82,6.8
MDMR,5/09/2023,Porto Airport,10,14.82,6.8
MDMR,5/09/2023,Porto Airport,31,15.5,12.6
MDMR,5/09/2023,Porto Airport,27,15.5,9
EDAR,29/09/2023,Porto Airport,30,20.33,25.3
NBMH,11/09/2023,Porto Airport,31,15.46,11.8
CWMR,29/09/2023,Porto Airport,30,19.08,24.3
HDMR,18/09/2023,Porto Airport,30,15.15,12.8
MCMR,18/09/2023,Porto Airport,30,14.95,11.7
CDMR,18/09/2023,Porto Airport,30,17.15,16.6
MCMR,25/09/2023,Porto Airport,30,14.95,11.7
NBMH,18/09/2023,Porto Airport,30,14.85,11.8
NBMH,25/09/2023,Porto Airport,30,14.85,11.8
EDAR,18/09/2023,Porto Airport,30,20.27,25.3
MDMR,22/09/2023,Porto Airport,30,14.26,12.6
MDMR,15/09/2023,Porto Airport,30,16.26,12.6
CDAR,29/09/2023,Porto Airport,30,20.83,26
CGAR,15/09/2023,Porto Airport,30,27.31,26.8
CGAR,22/09/2023,Porto Airport,30,21.33,26.8
DDMR,22/09/2023,Porto Airport,30,16.86,17.6
CGMR,29/09/2023,Porto Airport,30,17.36,17.5
CWMR,22/09/2023,Porto Airport,30,19.08,24.3
HDMR,29/09/2023,Porto Airport,30,14.36,12.8
MCMR,29/09/2023,Porto Airport,30,14.16,11.7
MDMR,25/09/2023,Porto Airport,30,15.05,12.6
CGAR,25/09/2023,Porto Airport,30,32.18,26.8
EDAR,25/09/2023,Porto Airport,30,31.18,25.3
MDMR,10/09/2023,Porto Airport,3,19.56,8.1
EDAR,11/09/2023,Porto Airport,30,31.48,25.3
CDMR,22/09/2023,Porto Airport,30,16.36,16.6
NBMH,22/09/2023,Porto Airport,30,14.06,11.8
MDMR,10/09/2023,Porto Airport,23,14.61,9
MDMR,10/09/2023,Porto Airport,25,14.61,9
NBMH,15/09/2023,Porto Airport,30,16.06,11.8
EDAR,15/09/2023,Porto Airport,30,26.31,25.3
CGAR,1/09/2023,Porto Airport,17,45.08,21.5
CGAR,1/09/2023,Porto Airport,16,45.08,21.5
CGAR,1/09/2023,Porto Airport,24,45.08,26.3
MDMR,29/09/2023,Porto Airport,1,26.24,8.1
HDMR,29/09/2023,Porto Airport,5,16.28,7.5
MCMR,29/09/2023,Porto Airport,5,16.08,7
DDMR,1/09/2023,Porto Airport,12,17.42,12
DDMR,1/09/2023,Porto Airport,26,18.1,16.8
DDMR,1/09/2023,Porto Airport,16,18.1,16.1
DDMR,1/09/2023,Porto Airport,8,17.42,12
DDMR,22/09/2023,Porto Airport,5,19.33,12.3
CGMR,29/09/2023,Porto Airport,5,19.28,13.3
CWMR,22/09/2023,Porto Airport,5,31.27,17.5
CDMR,11/09/2023,Porto Airport,5,19.34,11.3
MDMR,25/09/2023,Porto Airport,5,16.73,7.3
CGAR,25/09/2023,Porto Airport,5,33.47,16.5
CGAR,1/09/2023,Porto Airport,14,45.08,17
CGAR,1/09/2023,Porto Airport,8,45.76,17
CGAR,1/09/2023,Porto Airport,18,45.08,21.5
CGAR,1/09/2023,Porto Airport,5,49.02,16.5
CGAR,1/09/2023,Porto Airport,1,71.44,18.8
CGAR,1/09/2023,Porto Airport,20,45.08,21.5
CGAR,1/09/2023,Porto Airport,7,45.76,16.5
CGAR,1/09/2023,Porto Airport,26,45.08,26.3
CGAR,1/09/2023,Porto Airport,12,45.76,17
CGAR,1/09/2023,Porto Airport,29,45.08,26.8
CGAR,1/09/2023,Porto Airport,11,45.76,17
CGAR,1/09/2023,Porto Airport,10,45.76,17
CGAR,1/09/2023,Porto Airport,4,50.94,16.5
CDMR,11/09/2023,Porto Airport,2,29.12,11.8
DDMR,1/09/2023,Porto Airport,6,19.31,12.3
MDMR,5/09/2023,Porto Airport,20,15.5,8.6
MDMR,5/09/2023,Porto Airport,15,15.5,8.6
SFMR,10/09/2023,Porto Airport,14,21.25,16.6
SFMR,10/09/2023,Porto Airport,20,21.25,19
SFMR,10/09/2023,Porto Airport,8,21.38,16.6
SFMR,10/09/2023,Porto Airport,12,21.38,16.6
SFMR,10/09/2023,Porto Airport,26,21.25,20.8
SFMR,10/09/2023,Porto Airport,5,26.35,16
SFMR,10/09/2023,Porto Airport,17,21.25,19
SFAR,9/09/2023,Porto Airport,23,37.88,31.6
SFAR,9/09/2023,Porto Airport,5,45.16,19.8
SFAR,9/09/2023,Porto Airport,6,45.16,19.8
SFAR,9/09/2023,Porto Airport,15,37.88,25.8
SFAR,9/09/2023,Porto Airport,17,37.88,25.8
SFAR,9/09/2023,Porto Airport,1,64.31,22.6
SFAR,9/09/2023,Porto Airport,20,37.88,25.8
SFAR,9/09/2023,Porto Airport,11,34.66,20.4
SFAR,9/09/2023,Porto Airport,7,34.66,19.8
SFAR,9/09/2023,Porto Airport,16,37.88,25.8
SFAR,9/09/2023,Porto Airport,28,37.88,32.2
SFAR,9/09/2023,Porto Airport,4,46.01,19.8
SFAR,9/09/2023,Porto Airport,14,37.88,20.4
SFAR,9/09/2023,Porto Airport,22,37.88,31.6
SFAR,9/09/2023,Porto Airport,31,37.88,32.2
NBMH,11/09/2023,Porto Airport,13,15.1,6.7
SFAR,9/09/2023,Porto Airport,12,34.66,20.4
SFAR,9/09/2023,Porto Airport,29,37.88,32.2
SFAR,9/09/2023,Porto Airport,25,37.88,31.6
NBMH,2/09/2023,Porto Airport,23,15.32,8.8
NBMH,2/09/2023,Porto Airport,11,14.21,6.7
NBMH,2/09/2023,Porto Airport,21,15.32,8.8
MDMR,10/09/2023,Porto Airport,16,14.61,8.6
MDMR,10/09/2023,Porto Airport,13,14.72,6.8
MDMR,10/09/2023,Porto Airport,29,14.61,12.6
MDMR,10/09/2023,Porto Airport,17,14.61,8.6
MDMR,10/09/2023,Porto Airport,9,14.72,6.8
MDMR,10/09/2023,Porto Airport,21,14.61,9
MDMR,10/09/2023,Porto Airport,8,14.72,6.8
EDAR,22/09/2023,Porto Airport,30,20.33,25.3
CGMR,22/09/2023,Porto Airport,30,17.36,17.5
CDMR,2/09/2023,Porto Airport,11,16.51,11
CDMR,2/09/2023,Porto Airport,4,18.96,11.3
CDAR,22/09/2023,Porto Airport,30,20.83,26
CDMR,2/09/2023,Porto Airport,2,29.12,11.8
CDMR,2/09/2023,Porto Airport,8,16.51,11
CDMR,2/09/2023,Porto Airport,26,17.62,15.8
CDMR,2/09/2023,Porto Airport,31,17.62,16.6
HDMR,22/09/2023,Porto Airport,30,14.36,12.8
CDMR,2/09/2023,Porto Airport,16,17.62,15.1
MCMR,22/09/2023,Porto Airport,30,14.16,11.7
EDAR,9/09/2023,Porto Airport,30,30.57,25.3
EDAR,9/09/2023,Porto Airport,23,30.57,25.3
EDAR,9/09/2023,Porto Airport,13,27.88,16
EDAR,9/09/2023,Porto Airport,27,30.57,25.3
EDAR,9/09/2023,Porto Airport,18,30.57,20.5
EDAR,9/09/2023,Porto Airport,21,30.57,25.3
EDAR,9/09/2023,Porto Airport,25,30.57,25.3
EDAR,9/09/2023,Porto Airport,6,36.63,15.5
SFAR,9/09/2023,Porto Airport,30,37.88,32.2
MDMR,10/09/2023,Porto Airport,18,14.61,8.6
MDMR,10/09/2023,Porto Airport,30,14.61,12.6
MDMR,10/09/2023,Porto Airport,1,27.01,8.1
NBMH,22/09/2023,Porto Airport,4,16.99,7.1
EDAR,22/09/2023,Porto Airport,4,33.37,15.5
SFMR,10/09/2023,Porto Airport,22,21.25,20.8
SFMR,10/09/2023,Porto Airport,1,36.13,16.1
SFMR,10/09/2023,Porto Airport,24,21.25,20.8
SFMR,10/09/2023,Porto Airport,3,27.19,16.1
SFMR,10/09/2023,Porto Airport,21,21.25,20.8
EDAR,15/09/2023,Porto Airport,12,28.42,16
MCMR,25/09/2023,Porto Airport,12,13.89,6.6
NBMH,25/09/2023,Porto Airport,12,13.79,6.7
NBMH,18/09/2023,Porto Airport,12,13.71,6.7
EDAR,18/09/2023,Porto Airport,12,26.04,16
MDMR,22/09/2023,Porto Airport,12,14.39,6.8
CDAR,29/09/2023,Porto Airport,12,27.3,16.5
MDMR,15/09/2023,Porto Airport,12,14.82,6.8
CGAR,15/09/2023,Porto Airport,12,29.42,17
CGMR,29/09/2023,Porto Airport,12,17.49,13.8
CWMR,22/09/2023,Porto Airport,12,25.34,18
HDMR,29/09/2023,Porto Airport,12,14.49,7
MCMR,29/09/2023,Porto Airport,12,14.29,6.6
MDMR,25/09/2023,Porto Airport,12,13.99,6.8
CGAR,25/09/2023,Porto Airport,12,27.14,17
EDAR,25/09/2023,Porto Airport,12,26.14,16
CWMR,25/09/2023,Porto Airport,12,24.72,18
CGMR,25/09/2023,Porto Airport,12,17.09,13.8
CDAR,25/09/2023,Porto Airport,12,26.64,16.5
HDMR,25/09/2023,Porto Airport,12,14.09,7
CDMR,29/09/2023,Porto Airport,12,16.49,11
NBMH,29/09/2023,Porto Airport,12,14.19,6.7
EDAR,29/09/2023,Porto Airport,12,26.8,16
MCMR,18/09/2023,Porto Airport,12,13.81,6.6
DDMR,1/09/2023,Porto Airport,30,18.1,17.6
DDMR,1/09/2023,Porto Airport,21,18.1,16.8
DDMR,1/09/2023,Porto Airport,17,18.1,16.1
DDMR,1/09/2023,Porto Airport,2,29.62,12.8
DDMR,1/09/2023,Porto Airport,23,18.1,16.8
DDMR,1/09/2023,Porto Airport,15,18.1,16.1
DDMR,1/09/2023,Porto Airport,20,18.1,16.1
DDMR,1/09/2023,Porto Airport,9,17.42,12
CDAR,1/09/2023,Porto Airport,29,44.58,26
CDAR,1/09/2023,Porto Airport,24,44.58,25.8
CDAR,1/09/2023,Porto Airport,25,44.58,25.8
CGAR,1/09/2023,Porto Airport,23,45.08,26.3
CGAR,1/09/2023,Porto Airport,25,45.08,26.3
CGAR,1/09/2023,Porto Airport,22,45.08,26.3
HDMR,29/09/2023,Porto Airport,3,17.29,8.5
MCMR,29/09/2023,Porto Airport,3,17.09,7.9
CDMR,29/09/2023,Porto Airport,3,19.29,11.8
MDMR,25/09/2023,Porto Airport,3,16.77,8.1
CGAR,25/09/2023,Porto Airport,3,33.55,18.8
DDMR,1/09/2023,Porto Airport,24,18.1,16.8
DDMR,1/09/2023,Porto Airport,28,18.1,17.6
DDMR,1/09/2023,Porto Airport,22,18.1,16.8
CWMR,25/09/2023,Porto Airport,3,32.29,22
CGMR,25/09/2023,Porto Airport,3,19.87,13.4
CDAR,11/09/2023,Porto Airport,3,33.05,18.3
HDMR,11/09/2023,Porto Airport,3,17.38,8.5
MCMR,11/09/2023,Porto Airport,3,17.18,7.9
CWMR,15/09/2023,Porto Airport,3,34.16,22
CGMR,15/09/2023,Porto Airport,3,20.38,13.4
MCMR,15/09/2023,Porto Airport,3,17.18,7.9
CDMR,15/09/2023,Porto Airport,3,19.38,11.8
NBMH,2/09/2023,Porto Airport,18,15.32,8.5
NBMH,2/09/2023,Porto Airport,27,15.32,8.8
SFMR,10/09/2023,Porto Airport,9,21.38,16.6
SFMR,10/09/2023,Porto Airport,23,21.25,20.8
SFAR,9/09/2023,Porto Airport,24,37.88,31.6
SFAR,9/09/2023,Porto Airport,13,34.66,20.4
HDMR,29/09/2023,Porto Airport,9,14.49,7
MCMR,29/09/2023,Porto Airport,9,14.29,6.6
CDMR,29/09/2023,Porto Airport,9,16.49,11
NBMH,29/09/2023,Porto Airport,9,14.19,6.7
EDAR,29/09/2023,Porto Airport,9,26.8,16
MDMR,25/09/2023,Porto Airport,9,13.99,6.8
CGAR,25/09/2023,Porto Airport,9,27.14,17
EDAR,25/09/2023,Porto Airport,9,26.14,16
CWMR,25/09/2023,Porto Airport,9,24.72,18
CGMR,25/09/2023,Porto Airport,9,17.09,13.8
CDAR,25/09/2023,Porto Airport,9,26.64,16.5
HDMR,25/09/2023,Porto Airport,9,14.09,7
EDAR,22/09/2023,Porto Airport,9,26.8,16
CDAR,15/09/2023,Porto Airport,9,28.92,16.5
MDMR,11/09/2023,Porto Airport,9,15.3,6.8
SFMR,10/09/2023,Porto Airport,18,21.25,19
CGAR,11/09/2023,Porto Airport,9,28.97,17
DDMR,11/09/2023,Porto Airport,9,17.9,12
SFMR,10/09/2023,Porto Airport,6,26.35,16
SFMR,10/09/2023,Porto Airport,15,21.25,19
CWMR,11/09/2023,Porto Airport,9,27.77,18
CGMR,11/09/2023,Porto Airport,9,18.4,13.8
CDAR,11/09/2023,Porto Airport,9,28.47,16.5
HDMR,11/09/2023,Porto Airport,9,15.4,7
DDMR,15/09/2023,Porto Airport,9,17.42,12
SFAR,9/09/2023,Porto Airport,8,34.66,20.4
SFAR,9/09/2023,Porto Airport,3,46.01,22.6
SFAR,9/09/2023,Porto Airport,21,37.88,31.6
MDMR,10/09/2023,Porto Airport,26,14.61,9
MDMR,10/09/2023,Porto Airport,2,27.01,8.1
MDMR,10/09/2023,Porto Airport,4,19.56,7.3
MDMR,10/09/2023,Porto Airport,11,14.72,6.8
SFMR,10/09/2023,Porto Airport,28,21.25,21
SFMR,10/09/2023,Porto Airport,30,21.25,21
SFMR,10/09/2023,Porto Airport,25,21.25,20.8
CDMR,11/09/2023,Porto Airport,7,17.4,11.3
CGAR,10/09/2023,Porto Airport,19,31.57,21.5
CGAR,10/09/2023,Porto Airport,9,28.88,17
CGAR,10/09/2023,Porto Airport,3,38.34,18.8
CGAR,10/09/2023,Porto Airport,21,31.57,26.3
CGAR,10/09/2023,Porto Airport,4,38.34,16.5
CGAR,10/09/2023,Porto Airport,23,31.57,26.3
CGAR,10/09/2023,Porto Airport,25,31.57,26.3
CGAR,10/09/2023,Porto Airport,22,31.57,26.3
CGAR,10/09/2023,Porto Airport,18,31.57,21.5
MCMR,11/09/2023,Porto Airport,7,15.2,7
CGAR,10/09/2023,Porto Airport,5,37.63,16.5
CGAR,10/09/2023,Porto Airport,1,53.59,18.8
CGAR,10/09/2023,Porto Airport,20,31.57,21.5
MCMR,11/09/2023,Porto Airport,24,15.56,8.7
EDAR,25/09/2023,Porto Airport,23,31.18,25.3
CWMR,25/09/2023,Porto Airport,23,19.61,22.3
CGMR,25/09/2023,Porto Airport,23,18.15,17.3
CDAR,25/09/2023,Porto Airport,23,31.68,25.8
HDMR,25/09/2023,Porto Airport,23,15.15,9.3
CDMR,29/09/2023,Porto Airport,23,16.36,15.8
NBMH,29/09/2023,Porto Airport,23,14.06,8.8
EDAR,29/09/2023,Porto Airport,23,20.33,25.3
CGAR,10/09/2023,Porto Airport,14,31.57,17
CGAR,10/09/2023,Porto Airport,8,28.88,17
CGAR,10/09/2023,Porto Airport,7,28.88,16.5
CGAR,10/09/2023,Porto Airport,26,31.57,26.3
CGAR,10/09/2023,Porto Airport,12,28.88,17
CGAR,10/09/2023,Porto Airport,29,31.57,26.8
CDMR,22/09/2023,Porto Airport,23,16.36,15.8
NBMH,22/09/2023,Porto Airport,23,14.06,8.8
CWMR,29/09/2023,Porto Airport,23,19.08,22.3
MCMR,25/09/2023,Porto Airport,23,14.95,8.7
NBMH,18/09/2023,Porto Airport,23,14.85,8.8
NBMH,25/09/2023,Porto Airport,23,14.85,8.8
EDAR,18/09/2023,Porto Airport,23,20.27,25.3
MDMR,22/09/2023,Porto Airport,23,14.26,9
MDMR,15/09/2023,Porto Airport,23,16.26,9
CDAR,29/09/2023,Porto Airport,23,20.83,25.8
CGAR,15/09/2023,Porto Airport,23,27.31,26.3
CGAR,22/09/2023,Porto Airport,23,21.33,26.3
DDMR,22/09/2023,Porto Airport,23,16.86,16.8
CGMR,29/09/2023,Porto Airport,23,17.36,17.3
CWMR,22/09/2023,Porto Airport,23,19.08,22.3
