selection1_name,selection1_url,selection1_address,selection1_date,selection1_Category
Speed Dating Over 45 Years Young - Mix & Mingle,https://www.eventfinda.co.nz/2023/speed-dating-over-45-years-young-mix-mingle/auckland/mt-eden,"De Post, Mt Eden, Auckland",Wed 17 May 7:00pm,"Socials, Singles, Balls"
Auckland Sip and Sculpt Night - Sculpt Flowers,https://www.eventfinda.co.nz/2023/auckland-sip-and-sculpt-night-sculpt-flowers/auckland/mission-bay,"Good George, Mission Bay, Auckland",Wed 17 May 7:00pm,"Food, Gourmet, Wine"
Josiah & Steven: Joyous Comedy Hour for Your Smile,https://www.eventfinda.co.nz/2023/josiah-steven-joyous-comedy-hour-for-your-smile/auckland,"Q Theatre, CBD, Auckland",Wed 17 May 9:30pm,Comedy
Parenting Through Challenging Times - Helensville Primary,https://www.eventfinda.co.nz/2023/parenting-through-challenging-times-helensville-primary/auckland/helensville,"Helensville Primary School, Helensville, Auckland",Wed 17 May 6:00pm,Family & Lifestyle
Beats By Bingo - Onehunga,https://www.eventfinda.co.nz/2023/beats-by-bingo/auckland/onehunga,"Brothers Beer, Onehunga, Auckland",Thu 18 May 7:30pm,Bar DJs
Shackleton,https://www.eventfinda.co.nz/2023/shackleton-lopdell-film-festival-2023/auckland/titirangi,"The Theatre & Function Rooms - Lopdell House, Titirangi, Auckland",Thu 18 May 6:00pm,Film
She Said,https://www.eventfinda.co.nz/2023/she-said-lopdell-film-festival-2023/auckland/titirangi,"The Theatre & Function Rooms - Lopdell House, Titirangi, Auckland",Thu 18 May 8:00pm,Film
A Good Person,https://www.eventfinda.co.nz/2023/a-good-person/auckland/papakura,"Hawkins Theatre, Papakura, Auckland",Thu 18 May 7:30pm,Film
"Jacqui Hooper, Henry Yan and Zach Hall in 'Pick 'n Mix'",https://www.eventfinda.co.nz/2023/jacqui-hooper-henry-yan-and-zach-hall-in-pick-mix/auckland,"The Classic Comedy Club - Studio, CBD, Auckland",Thu 18 May 10:00pm,Comedy
Get Your Shit Sorted (Season 2),https://www.eventfinda.co.nz/2023/get-your-shit-sorted-season-2/auckland/westhaven,"The Royal New Zealand Yacht Squadron, Westhaven, Auckland",Thu 18 May 3:30pm,Business & Professional
Understanding Your Brain - AUCKLAND,https://www.eventfinda.co.nz/2023/understanding-your-brain-auckland/auckland/kohimarama,"Selwyn College, Kohimarama, Auckland",Thu 18 May 7:30pm,Public Talks & Tours
APO | The NZ Herald Premier Series: Dragspil,https://www.eventfinda.co.nz/2023/apo-the-nz-herald-premier-series-dragspil/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Thu 18 May 7:30pm,Classical Music
Beats By Bingo,https://www.eventfinda.co.nz/2023/beats-by-bingo2/auckland,"Commercial Bay, CBD, Auckland",Thu 18 May 5:30pm,Bar DJs
Dragvine Auckland,https://www.eventfinda.co.nz/2023/dragvine-auckland3/auckland/newton,"Phoenix Cabaret, Newton, Auckland",Thu 18 May 7:00pm,"Food, Gourmet, Wine"
Guy Williams | Auckland,https://www.eventfinda.co.nz/2023/guy-williams-auckland/auckland,"Q Theatre, CBD, Auckland",Thu 18 May 7:00pm,Comedy
The Hutchwilco New Zealand Boat Show,https://www.eventfinda.co.nz/2023/the-hutchwilco-new-zealand-boat-show/auckland/epsom,"Auckland Showgrounds, Epsom, Auckland",Thu 18 May 10:00am,"Lifestyle Shows, Expos"
Retail:Tech 2023 - Imagine the Future,https://www.eventfinda.co.nz/2023/retail-tech-2023-imagine-the-future/auckland,"SKYCITY Auckland Main Plaza, CBD, Auckland",Thu 18 May 9:00am,Business & Professional
Oil Pastel Workshop - Still Life Flowers,https://www.eventfinda.co.nz/2023/oil-pastel-workshop-still-life-flowers/auckland/mt-eden,"Brothers Beer & Juke Joint BBQ, Mt Eden, Auckland",Thu 18 May 7:00pm,Education
The Frank Talbot Saxtet in Concert,https://www.eventfinda.co.nz/2023/the-frank-talbot-saxtet-in-concert/auckland/mt-eden,"Mt Eden Village Centre, Mt Eden, Auckland",Fri 19 May 8:00pm,Jazz
Bliss,https://www.eventfinda.co.nz/2023/bliss/auckland/whangaparaoa-peninsula,"Parāoa Brewing Co., Whangaparaoa Peninsula, Auckland",Fri 19 May 8:30pm,"Alternative, Indie"
Documentary Short Film Archive,https://www.eventfinda.co.nz/2023/documentary-short-film-archive-lopdell-film-festival-2023/auckland/titirangi,"The Theatre & Function Rooms - Lopdell House, Titirangi, Auckland",Fri 19 May 6:00pm,Film
Tár,https://www.eventfinda.co.nz/2023/tar-lopdell-film-festival-2023/auckland/titirangi,"The Theatre & Function Rooms - Lopdell House, Titirangi, Auckland",Fri 19 May 8:00pm,Film
The Road Dance,https://www.eventfinda.co.nz/2023/the-road-dance/auckland/titirangi,"The Theatre & Function Rooms - Lopdell House, Titirangi, Auckland",Fri 19 May 10:30am,Film
Blueback,https://www.eventfinda.co.nz/2023/blueback/auckland/titirangi,"The Theatre & Function Rooms - Lopdell House, Titirangi, Auckland",Fri 19 May 4:00pm,Film
Mel Parsons - Tiny Days Tour,https://www.eventfinda.co.nz/2023/mel-parsons-tiny-days-tour/auckland/newton,"Galatos, Newton, Auckland",Fri 19 May 8:00pm,Singer-Songwriter
Paint & Chill - Van Gogh Wheatfileds!,https://www.eventfinda.co.nz/2023/paint-chill-van-gogh-wheatfileds/auckland,"Auckland City Hotel, CBD, Auckland",Fri 19 May 6:00pm,"Socials, Singles, Balls"
Property Masterclass,https://www.eventfinda.co.nz/2023/property-masterclass/auckland/remuera,"Ellerslie Event Centre, Remuera, Auckland",Fri 19 May 9:00am,Education
Yalumba The Professionals Great Long Wine Lunch,https://www.eventfinda.co.nz/2023/yalumba-the-professionals-great-long-wine-lunch/auckland,"Park Hyatt Auckland, CBD, Auckland",Fri 19 May 12:30pm,"Food, Gourmet, Wine"
The Great Comedy Debate,https://www.eventfinda.co.nz/2023/the-great-comedy-debate/auckland,"SkyCity Theatre, CBD, Auckland",Fri 19 May 7:30pm,Comedy
Cups Night - May Carnival of Racing at Alexandra Park,https://www.eventfinda.co.nz/2023/cups-night-may-carnival-of-racing-at-alexandra-park2/auckland/epsom,"Alexandra Park Raceway, Epsom, Auckland",Fri 19 May 5:30pm,Horse Racing
A Night at the Disco,https://www.eventfinda.co.nz/2023/a-night-at-the-disco/auckland/remuera,"Remuera Club, Remuera, Auckland",Fri 19 May 6:30pm,Bar DJs
Little Earl and the Fab Deductibles,https://www.eventfinda.co.nz/2023/little-earl-and-the-fab-deductibles/auckland/grey-lynn,"RSC Grey Lynn, Grey Lynn, Auckland",Fri 19 May 7:30pm,Rock
Nazeem Hussain | Auckland,https://www.eventfinda.co.nz/2023/nazeem-hussain-auckland/auckland,"Q Theatre, CBD, Auckland",Fri 19 May 7:00pm,Comedy
Ms Melville Presents Gig Series,https://www.eventfinda.co.nz/2023/ms-melville-presents-gig-series/auckland,"Ellen Melville Centre, CBD, Auckland",Fri 19 May 4:30pm,Variety Concerts
Fridays Music Concerts - Support Local Schools,https://www.eventfinda.co.nz/2023/fridays-music-concerts-support-local-schools/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Fri 19 May 11:55am,Jazz
Yeh Jo Mohabbat Hai - Hits of Rajesh Khanna,https://www.eventfinda.co.nz/2023/yeh-jo-mohabbat-hai-hits-of-rajesh-khanna/auckland,"SkyCity Theatre, CBD, Auckland",Sat 20 May 7:00pm,World
Switch It Up 2023,https://www.eventfinda.co.nz/2023/switch-it-up-2023/auckland/manukau-city,"Sir Woolf Fisher Arena Due Drop Events Centre, Manukau City, Auckland",Sat 20 May 1:00pm,"Hip Hop, Rap"
Homo House Feat. Guy Scheiman,https://www.eventfinda.co.nz/2023/homo-house-feat-guy-scheiman-israel/auckland,"Neck of the Woods, CBD, Auckland",Sat 20 May 10:00pm,Electronica
Natural Rhythms,https://www.eventfinda.co.nz/2023/natural-rhythms/auckland/newton,"Ink Bar, Newton, Auckland",Sat 20 May 10:00pm,Bar DJs
Mavka,https://www.eventfinda.co.nz/2023/mavka-lopdell-film-festival-2023/auckland/titirangi,"The Theatre & Function Rooms - Lopdell House, Titirangi, Auckland",Sat 20 May 2:00pm,Film
Fierce & Fabulous,https://www.eventfinda.co.nz/2023/fierce-fabulous/auckland/glen-innes,"Te Oro, Glen Innes, Auckland",Sat 20 May 10:30am,Fashion
Facing Monsters,https://www.eventfinda.co.nz/2023/facing-monsters-lopdell-film-festival-2023/auckland/titirangi,"The Theatre & Function Rooms - Lopdell House, Titirangi, Auckland",Sat 20 May 4:00pm,Film
Triangle of Sadness,https://www.eventfinda.co.nz/2023/triangle-of-sadness-lopdell-film-festival-2023/auckland/titirangi,"The Theatre & Function Rooms - Lopdell House, Titirangi, Auckland",Sat 20 May 8:00pm,Film
Quant,https://www.eventfinda.co.nz/2023/quant-lopdell-film-festival-2023/auckland/titirangi,"The Theatre & Function Rooms - Lopdell House, Titirangi, Auckland",Sat 20 May 6:00pm,Film
DJ Sir-Vere presents Major Flavours with Savage + more,https://www.eventfinda.co.nz/2023/dj-sir-vere-presents-major-flavours-with-savage-more/auckland/freemans-bay,"Sweat Shop Brew Kitchen, Freemans Bay, Auckland",Sat 20 May 9:00pm,"Hip Hop, Rap"
Dai Henwood & Friends at the Patriot,https://www.eventfinda.co.nz/2023/dai-henwood-friends-at-the-patriot/auckland/devonport,"The Patriot, Devonport, Auckland",Sat 20 May 7:30pm,Comedy
Kurfew Band,https://www.eventfinda.co.nz/2023/kurfew-band-at-paraoa-brewing-co/auckland/whangaparaoa-peninsula,"Parāoa Brewing Co., Whangaparaoa Peninsula, Auckland",Sat 20 May 8:30pm,"Covers, Tribute Bands"
Paint & Chill - Bob Ross Mountain & Lake!,https://www.eventfinda.co.nz/2023/paint-chill-bob-ross-mountain-lake2/auckland,"Auckland City Hotel, CBD, Auckland",Sat 20 May 3:00pm,"Socials, Singles, Balls"
VEDA Festival 2023,https://www.eventfinda.co.nz/2023/veda-festival-2023/auckland/mangere-bridge,"Chinmaya Mission Community Centre, Mangere Bridge, Auckland",Sat 20 May 2:00pm,Mind & Body
Art Collective Project with Artist Nicky Hartley,https://www.eventfinda.co.nz/2023/art-collective-project-with-artist-nicky-hartley3/auckland/onehunga,"Shiloh Creative Life Centre, Onehunga, Auckland",Sat 20 May 10:00am,Family & Lifestyle
NZ Motorcycle Show 2023,https://www.eventfinda.co.nz/2023/nz-motorcycle-show-2023/auckland/henderson,"The Trusts Arena, Henderson, Auckland",Sat 20 May 9:30am,"Lifestyle Shows, Expos"
Date Night in The Fringe District,https://www.eventfinda.co.nz/2023/date-night-in-the-fringe-district/auckland/kingsland,"Trinity Methodist Church, Kingsland, Auckland",Sat 20 May 6:00pm,"Children, Kids, Holidays"
Sustainable Market,https://www.eventfinda.co.nz/2023/sustainable-market/auckland/papakura,"Sir Edmund Hillary Library Papakura, Papakura, Auckland",Sat 20 May 10:00am,Markets and Fairs
Devilskin - Let Me Breathe NZ Tour 2023,https://www.eventfinda.co.nz/2023/devilskin-let-me-breathe-nz-tour-2023/auckland/eden-terrace,"Powerstation, Eden Terrace, Auckland",Sat 20 May 7:00pm,Rock
ABBA Heaven! at The Howick Club,https://www.eventfinda.co.nz/2023/abba-heaven-at-the-howick-club/auckland/howick,"Howick Club, Howick, Auckland",Sat 20 May 7:30pm,"Covers, Tribute Bands"
Intro to Brush Lettering | Workshop,https://www.eventfinda.co.nz/2023/intro-to-brush-lettering-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 20 May 9:00am,"Lifestyle Shows, Expos"
Polymer Clay Jewellery | Workshop,https://www.eventfinda.co.nz/2023/polymer-clay-jewellery-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 20 May 1:00pm,Markets and Fairs
Puppet Show: Box of Birds,https://www.eventfinda.co.nz/2023/puppet-show-box-of-birds/auckland/epsom,"Huia Lodge Discovery Hub, Epsom, Auckland",Sat 20 May 10:00am,"Children, Kids, Holidays"
NZ Highwaymen,https://www.eventfinda.co.nz/2023/nz-highwaymen/auckland/pukekohe,"Pukekohe Town Hall, Pukekohe, Auckland",Sat 20 May 8:00pm,Country
Balkan vs English Classics Music Night,https://www.eventfinda.co.nz/2023/balkan-vs-english-classics-music-night/auckland/eden-terrace,"Villa Dalmacija - Dalmatian Cultural Society, Eden Terrace, Auckland",Sat 20 May 8:00pm,Bar DJs
Linocut Printmaking | Workshop,https://www.eventfinda.co.nz/2023/linocut-printmaking-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 20 May 1:00pm,"Games, Hobbies"
Midwave Breaks NZ Tour 2023,https://www.eventfinda.co.nz/2023/midwave-breaks-nz-tour-2023/auckland/newton,"Whammy Bar, Newton, Auckland",Sat 20 May 8:00pm,"Alternative, Indie"
Pre~Loved Fashion & Thrift Market,https://www.eventfinda.co.nz/2023/pre-loved-fashion-thrift-market/auckland/orewa,"Orewa Community Centre, Orewa, Auckland",Sat 20 May 9:30am,Markets and Fairs
Re:generate Fashion Market Botany,https://www.eventfinda.co.nz/2023/re-generate-fashion-market-botany/auckland/flat-bush,"Sancta Maria College, Flat Bush, Auckland",Sat 20 May 10:00am,Markets and Fairs
Djs Vee & Corysco,https://www.eventfinda.co.nz/2023/djs-vee-corysco/auckland/ponsonby,"Ponsonby Social Club, Ponsonby, Auckland",Sat 20 May 9:00pm,"Hip Hop, Rap"
Blues,https://www.eventfinda.co.nz/2023/blues/auckland/devonport,"Tiny Triumphs, Devonport, Auckland",Sat 20 May 8:00pm,Blues
Bubble Soccer in the Park,https://www.eventfinda.co.nz/2023/bubble-soccer-in-the-park/auckland/clendon,"Mountfort Park, Clendon, Auckland",Sat 20 May 2:30pm,"Games, Carnivals"
The Soul Agents,https://www.eventfinda.co.nz/2023/the-soul-agents/auckland/mt-eden,"The Horse and Trap, Mt Eden, Auckland",Sat 20 May 8:00pm,Classic Rock
Pukapuka Adventures,https://www.eventfinda.co.nz/2023/pukapuka-adventures/auckland,"Aotea Centre, CBD, Auckland",Sat 20 May 10:00am,"Children, Kids, Holidays"
Huge Pop & Rock Vinyl Record Sale,https://www.eventfinda.co.nz/2023/huge-pop-rock-vinyl-record-sale/auckland/albany,"Albany Village Community Hall, Albany, Auckland",Sat 20 May 9:00am,Markets and Fairs
Repair café Manurewa,https://www.eventfinda.co.nz/2023/repair-cafe-manurewa/auckland/manurewa,"Nathan Homestead - Manurewa Arts Centre, Manurewa, Auckland",Sat 20 May 11:00am,"Conservation, Environment"
Home Design: Renovation 101 | Workshop,https://www.eventfinda.co.nz/2023/home-decor-renovation-101-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 20 May 9:30am,Family & Lifestyle
Egyptian Cooking Demo | Africa Month 2023,https://www.eventfinda.co.nz/2023/egyptian-cooking-demo-africa-month-2023/auckland,"Ellen Melville Centre, CBD, Auckland",Sat 20 May 11:00am,"Ethnic, Multicultural"
"The Actor’s Voice - 2-Day Advanced Workshop, Top Tutor, $65",https://www.eventfinda.co.nz/2022/the-actorrs-voice-2-day-advanced-workshop/auckland/pakuranga,"Howick Little Theatre, Pakuranga, Auckland",Sat 20 May 10:00am,Business & Professional
Repair Cafe,https://www.eventfinda.co.nz/2023/repair-cafe/auckland/manurewa,"Nathan Homestead - Manurewa Arts Centre, Manurewa, Auckland",Sat 20 May 11:00am,Family & Lifestyle
Robinhood Stars vs MG Mystics,https://www.eventfinda.co.nz/2023/robinhood-stars-vs-mg-mystics/auckland/takanini,"Pulman Arena, Takanini, Auckland",Sun 21 May 2:00pm,Netball
Rhapsody in Blue,https://www.eventfinda.co.nz/2023/rhapsody-in-blue/auckland,"St Matthew-in-the-City, CBD, Auckland",Sun 21 May 2:30pm,Classical Music
Rocket Men - Elton John Tribute Band,https://www.eventfinda.co.nz/2023/rocket-men-elton-john-tribute-band/auckland/takapuna,"The Elephant Wrestler, Takapuna, Auckland",Sun 21 May 2:00pm,"Covers, Tribute Bands"
Music of the Month: Peter Baecker,https://www.eventfinda.co.nz/2023/music-of-the-month-peter-baecker/auckland,"Auckland Art Gallery Toi o Tāmaki, CBD, Auckland",Sun 21 May 2:00pm,Festivals
Music of the Month,https://www.eventfinda.co.nz/2023/music-of-the-month/auckland,"Auckland Art Gallery Toi o Tāmaki, CBD, Auckland",Sun 21 May 2:00pm,Music Festivals
MSO Family Concert,https://www.eventfinda.co.nz/2023/mso-family-concert/auckland/manukau-city,"BNZ Theatre at Due Drop Events Centre, Manukau City, Auckland",Sun 21 May 5:00pm,Classical Music
Wim Hof Method Workshop with Jason 'Psycho' Suttie,https://www.eventfinda.co.nz/2023/wim-hof-method-workshop-with-jason-psycho-suttie/auckland,"Elite Thai Kickboxing, Penrose, Auckland",Sun 21 May 10:00am,Mind & Body
Colour Strategy,https://www.eventfinda.co.nz/2023/colour-strategy/auckland/kumeu,"Kumeu Arts Centre, Kumeu, Auckland",Sun 21 May 10:00am,Education
Lymphatic Disorders Information Day,https://www.eventfinda.co.nz/2023/lymphatic-disorders-information-day/auckland,"Cordis Auckland, CBD, Auckland",Sun 21 May 12:30pm,Mind & Body
Kaukapakapa Village Market,https://www.eventfinda.co.nz/2017/kaukapakapa-village-market/auckland/kaukapakapa,"Helensville Showgrounds, Helensville, Auckland",Sun 21 May 8:30am,Markets and Fairs
NZ Highwaymen,https://www.eventfinda.co.nz/2023/nz-highwaymen/auckland/wellsford,"Wellsford Community Centre, Wellsford, Auckland",Sun 21 May 2:30pm,Country
A Documentary Film: The Phenomenon Bruno Groening,https://www.eventfinda.co.nz/2023/a-documentary-film-the-phenomenon-bruno-groening/auckland/warkworth,"Warkworth Masonic Lodge, Warkworth, Auckland",Sun 21 May 10:00am,Film
Gently Loved Markets Kumeu,https://www.eventfinda.co.nz/2023/gently-loved-markets-kumeu/auckland/kumeu,"Kumeu Community Hall, Kumeu, Auckland",Sun 21 May 10:00am,Markets and Fairs
Handel's Messiah,https://www.eventfinda.co.nz/2023/handels-messiah/auckland/howick,"All Saints Anglican Church, Howick, Auckland",Sun 21 May 2:30pm,Music Festivals
Auckland Paint and Wine Night - Piwakawaka in Flight,https://www.eventfinda.co.nz/2023/auckland-paint-and-wine-night-piwakawaka-in-flight/auckland/ponsonby,"Longroom, Ponsonby, Auckland",Sun 21 May 2:00pm,"Food, Gourmet, Wine"
1st Chinese Food and Culture Festival,https://www.eventfinda.co.nz/2023/1st-chinese-food-and-culture-festival/auckland/henderson,"Corban Estate Arts Centre, Henderson, Auckland",Sun 21 May 9:00am,"Food, Gourmet, Wine"
Live Music: Urban Drift,https://www.eventfinda.co.nz/2023/live-music-urban-drift/auckland,"The Occidental Belgian Beer Café, CBD, Auckland",Sun 21 May 2:00pm,"R&B, Soul"
Abba Dancing Queens Drag Lunch: Auckland,https://www.eventfinda.co.nz/2023/abba-dancing-queens-drag-lunch-auckland/auckland,"Karen's Diner, Mt Eden, Auckland",Sun 21 May 1:00pm,"Choir, Vocal Music"
Matuku Link Wetland Planting and Weeding,https://www.eventfinda.co.nz/2023/matuku-link-wetland-planting-and-weeding/auckland/bethells-beach,"Matuku Link Reserve, Bethells Beach, Auckland",Sun 21 May 10:00am,"Conservation, Environment"
Blockhouse Bay Antiques & Vintage Markets,https://www.eventfinda.co.nz/2023/blockhouse-bay-antiques-vintage-markets/auckland/blockhouse-bay,"Blockhouse Bay Community Centre, Blockhouse Bay, Auckland",Sun 21 May 8:30am,Markets and Fairs
Auckland Town Hall Tours: NZ Music Month Edition,https://www.eventfinda.co.nz/2023/auckland-town-hall-tours-nz-music-month-edition/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Sun 21 May 10:00am,Public Talks & Tours
Auckland Dollmakers + Collectors Club,https://www.eventfinda.co.nz/2023/auckland-dollmakers-collectors-club/auckland/western-springs,"Auckland Horticultural Centre, Western Springs, Auckland",Sun 21 May 1:30pm,Education
MG Mystics vs Trident Homes Tactix,https://www.eventfinda.co.nz/2023/mg-mystics-vs-trident-homes-tactix/auckland/wairau-valley,"Eventfinda Stadium, Wairau Valley, Auckland",Mon 22 May 6:30pm,Netball
Understanding Your Brain - Silverdale/North Auckland,https://www.eventfinda.co.nz/2023/understanding-your-brain-silverdale-north-auckland/auckland/silverdale,"Silverdale Primary School, Silverdale, Auckland",Mon 22 May 7:30pm,Public Talks & Tours
Emperor New Zealand 2023,https://www.eventfinda.co.nz/2023/emperor-new-zealand-2023/auckland/eden-terrace,"Powerstation, Eden Terrace, Auckland",Mon 22 May 8:00pm,Metal
Auckland Film Society – Pigs and Battleships,https://www.eventfinda.co.nz/2023/auckland-film-society-pigs-and-battleships/auckland,"Academy Cinemas, CBD, Auckland",Mon 22 May 6:15pm,Film
Emperor,https://www.eventfinda.co.nz/2023/emperor/auckland/eden-terrace,"Powerstation, Eden Terrace, Auckland",Mon 22 May 8:00pm,Metal
Parenting Through Challenging Times - Kaipara College,https://www.eventfinda.co.nz/2023/parenting-through-challenging-times-kaipara-college/auckland/helensville,"Kaipara College, Helensville, Auckland",Mon 22 May 6:00pm,Family & Lifestyle
Ben Hurley (NZ) in 'A New Order',https://www.eventfinda.co.nz/2023/ben-hurley-nz-in-new-order/auckland,"The Classic Comedy Club, CBD, Auckland",Tue 23 May 8:30pm,Comedy
Takashi Wakasugi (Jap) in 'Welcome to Japan',https://www.eventfinda.co.nz/2023/takashi-wakasuji-jap-in-welcome-to-japan/auckland,"The Classic Comedy Club - Studio, CBD, Auckland",Tue 23 May 7:15pm,Comedy
Nick Rado (NZ) in 'Radology',https://www.eventfinda.co.nz/2023/nick-rado-nz-in-radology/auckland,"The Classic Comedy Club, CBD, Auckland",Tue 23 May 7:00pm,Comedy
"Rudy-Lee Taurua (NZ) : ""Diverse""",https://www.eventfinda.co.nz/2023/rudy-lee-taurua-nz-diverse/auckland,"The Classic Comedy Club - Studio, CBD, Auckland",Tue 23 May 8:45pm,Comedy
Improv Comedy at The Wine Cellar!,https://www.eventfinda.co.nz/2023/improv-comedy-at-the-wine-cellar/auckland,"The Wine Cellar, CBD, Auckland",Tue 23 May 7:30pm,Comedy
Auckland City Branch NZ Society of Genealogists meeting,https://www.eventfinda.co.nz/2023/auckland-city-branch-nz-society-of-genealogists-meeting/auckland,"Whare Wānanga, CBD, Auckland",Tue 23 May 10:30am,Public Talks & Tours
Impressions,https://www.eventfinda.co.nz/2023/impressions2/auckland/pt-chevalier,"Pt Chevalier RSA, Pt Chevalier, Auckland",Tue 23 May 7:30pm,Jazz
Ray O'Leary | Auckland,https://www.eventfinda.co.nz/2023/ray-oleary-auckland/auckland,"Q Theatre, CBD, Auckland",Tue 23 May 7:00pm,Comedy
"Parenting Through Challenging Times - Matua Ngaru, Huapai",https://www.eventfinda.co.nz/2023/parenting-through-challenging-times-matua-ngaru-huapai/auckland/huapai,"Matua Ngaru School, Huapai, Auckland",Tue 23 May 6:30pm,Family & Lifestyle
Book-A-Family History Librarian,https://www.eventfinda.co.nz/2023/book-a-family-history-librarian/auckland,"Central City Library, CBD, Auckland",Tue 23 May 9:00am,Education
A Bard's Tale,https://www.eventfinda.co.nz/2023/a-bards-tale2/auckland/ponsonby,"Covert Theatre, Ponsonby, Auckland",Wed 24 May 8:30pm,Theatre
ONE CALL is all it takes,https://www.eventfinda.co.nz/2023/one-call-is-all-it-takes/auckland/glen-innes,"Te Oro, Glen Innes, Auckland",Wed 24 May 5:00pm,Theatre
Skits & Giggles,https://www.eventfinda.co.nz/2023/skits-giggles/auckland/ponsonby,"Covert Theatre, Ponsonby, Auckland",Wed 24 May 7:00pm,Theatre
Comedy Night At Talulah (May),https://www.eventfinda.co.nz/2023/comedy-night-at-talulah-may/auckland,"Talulah, CBD, Auckland",Wed 24 May 7:00pm,Comedy
Ferris Wheel,https://www.eventfinda.co.nz/2023/ferris-wheel3/auckland/ponsonby,"Covert Theatre, Ponsonby, Auckland",Wed 24 May 10:00pm,Theatre
Creative Jazz Club: Russ Spiegel (New York),https://www.eventfinda.co.nz/2023/creative-jazz-club-russ-spiegel-new-york/auckland,"Anthology Lounge, CBD, Auckland",Wed 24 May 8:00pm,Jazz
Kintsugi: The Art of Broken Pieces | Workshop,https://www.eventfinda.co.nz/2023/kintsugi-the-art-of-broken-pieces-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Wed 24 May 7:00pm,"Ethnic, Multicultural"
Glow in the Dark Paint Party - Route 66,https://www.eventfinda.co.nz/2023/glow-in-the-dark-paint-party-route-66/auckland,"Saturdays Britomart, CBD, Auckland",Wed 24 May 7:00pm,"Food, Gourmet, Wine"
Guy Montgomery,https://www.eventfinda.co.nz/2023/guy-montgomery/auckland,"Q Theatre, CBD, Auckland",Wed 24 May 7:00pm,Comedy
Auckland Watercolour & Wine Night - Choose Your Owl Colour,https://www.eventfinda.co.nz/2023/auckland-watercolour-wine-night-choose-your-owl-colour/auckland,"The Oakroom, CBD, Auckland",Wed 24 May 7:00pm,"Food, Gourmet, Wine"
The Thirst for the Worst - NZ International Comedy Festival,https://www.eventfinda.co.nz/2023/the-thirst-for-the-worst-nz-international-comedy-festival/auckland,"Q Theatre, CBD, Auckland",Wed 24 May 9:15pm,Comedy
Tony Lyall - Killjoy (NZ International Comedy Festival),https://www.eventfinda.co.nz/2023/tony-lyall-killjoy-nz-international-comedy-festival/auckland,"Q Theatre, CBD, Auckland",Wed 24 May 9:30pm,Comedy
Resistance - Forest Ruins,https://www.eventfinda.co.nz/2023/resistance-forest-ruins/auckland,"Karanga Plaza, CBD, Auckland",Wed 24 May 12:00am,Festivals
Resistance - Portrait of Fruit,https://www.eventfinda.co.nz/2023/resistance-portrait-of-fruit/auckland,"Freyberg Square, CBD, Auckland",Wed 24 May 12:00am,Festivals
Resistance - Tinaku,https://www.eventfinda.co.nz/2023/resistance-tinaku/auckland,"Freyberg Square, CBD, Auckland",Wed 24 May 12:00am,Festivals
Resistance - Water Slows As It Rounds The Bend,https://www.eventfinda.co.nz/2023/resistance-water-slows-as-it-rounds-the-bend/auckland,"Karanga Plaza, CBD, Auckland",Wed 24 May 12:00am,Festivals
"Pink Ribbon Tea, Talks & Treatments",https://www.eventfinda.co.nz/2023/pink-ribbon-tea-talks-treatments/auckland/takapuna,"The Face Place, Takapuna, Auckland",Thu 25 May 9:00am,"Charity, Fundraisers"
"'Weird, Dark & Scandalous' with Aimee, David, Scott & Joel",https://www.eventfinda.co.nz/2023/weird-dark-scandalous-with-aimee-david-scott-joel/auckland,"The Classic Comedy Club - Studio, CBD, Auckland",Thu 25 May 10:00pm,Comedy
Tuku Taonga Graduation Celebration 2023,https://www.eventfinda.co.nz/2023/tuku-taonga-graduation-celebration-2023/auckland/otara,"Ngā Kete Wānanga Marae, Otara, Auckland",Thu 25 May 5:30pm,"Ethnic, Multicultural"
Casual First Date: An Improvised Comedy Show,https://www.eventfinda.co.nz/2023/casual-first-date-an-improvised-comedy-show2/auckland/westmere,"Tiny Theatre, Garnet Station, Westmere, Auckland",Thu 25 May 7:30pm,Comedy
Learn To Write Good with Bestselling Novelist Dominic Hoey,https://www.eventfinda.co.nz/2023/learn-to-write-good-with-bestselling-novelist-dominic-hoey/auckland/herne-bay,"The Village NZ, Herne Bay, Auckland",Thu 25 May 6:30pm,Education
Guy Montgomery,https://www.eventfinda.co.nz/2023/guy-montgomery2/auckland,"Q Theatre, CBD, Auckland",Thu 25 May 7:00pm,Comedy
The Endangered Generation?,https://www.eventfinda.co.nz/2023/the-endangered-generation/auckland,"Roxy, CBD, Auckland",Thu 25 May 7:30pm,Film
Iron Butterflies,https://www.eventfinda.co.nz/2023/iron-butterflies/auckland,"Roxy, CBD, Auckland",Thu 25 May 6:30pm,Film
