selection1_name,selection1_url,selection1_address,selection1_date,selection1_Category
JBM & Friends: POSTPONED,https://www.eventfinda.co.nz/2023/jbm-friends/auckland,"The Cellar Bar, CBD, Auckland",Fri 5 May 9:00pm,Electronica
Auckland Dating Workshop,https://www.eventfinda.co.nz/2023/auckland-dating-workshop3/auckland/ponsonby,"The Crib, Ponsonby, Auckland",Fri 5 May 11:00am,Education
Phum Viphurit,https://www.eventfinda.co.nz/2023/phum-viphurit/auckland,"The Tuning Fork, CBD, Auckland",Fri 5 May 7:30pm,Pop
Rusko (UK) | Auckland,https://www.eventfinda.co.nz/2023/rusko-uk-auckland/auckland,"The Mothership, CBD, Auckland",Fri 5 May 10:00pm,Drum & Bass
Best Foods Comedy Gala 2023,https://www.eventfinda.co.nz/2023/best-foods-comedy-gala-2023/auckland,"The Civic, CBD, Auckland",Fri 5 May 7:30pm,Comedy
Cinco de Mayo,https://www.eventfinda.co.nz/2023/cinco-de-mayo/auckland/mt-eden,"The Horse and Trap, Mt Eden, Auckland",Fri 5 May 2:00pm,"Food, Gourmet, Wine"
Djs Chip & Soultre,https://www.eventfinda.co.nz/2023/djs-chip-soultre2/auckland/ponsonby,"Ponsonby Social Club, Ponsonby, Auckland",Fri 5 May 9:00pm,"Hip Hop, Rap"
Tony and The Don,https://www.eventfinda.co.nz/2023/tony-and-the-don3/auckland/grey-lynn,"RSC Grey Lynn, Grey Lynn, Auckland",Fri 5 May 7:30pm,Rock
Nikola Memedovic Jazz Solo Piano,https://www.eventfinda.co.nz/2023/nikola-memedovic-jazz-solo-piano10/auckland/parnell,"Pineapple On Parnell, Parnell, Auckland",Fri 5 May 7:00pm,Jazz
Vector Lights for the Coronation of King Charles III,https://www.eventfinda.co.nz/2023/vector-lights-for-the-coronation-of-king-charles-iii/auckland,"Auckland Harbour Bridge, CBD, Auckland",Fri 5 May 6:00pm,"Commemorations, Ceremonies"
The Big Bike Film Night - Auckland CBD,https://www.eventfinda.co.nz/2023/the-big-bike-film-night-auckland-cbd/auckland,"Academy Cinemas, CBD, Auckland",Fri 5 May 8:00pm,Cycling
Free Bubble Soccer in the Park - Ferguson Oaks Reserve,https://www.eventfinda.co.nz/2023/bubble-soccer-in-the-park-ferguson-oaks-reserve/auckland,"Ferguson Oak Reserve, Otara, Auckland",Fri 5 May 3:30pm,"Games, Carnivals"
Harana Sosa: Funk/Disco/House DJ Night at The Portland,https://www.eventfinda.co.nz/2023/harana-sosa-funk-disco-house-dj-night-at-the-portland/auckland/kingsland,"The Portland Public House, Kingsland, Auckland",Fri 5 May 9:00pm,Bar DJs
Te Atatu South Repair Cafe,https://www.eventfinda.co.nz/2023/te-atatu-south-repair-cafe/auckland/te-atatu-south,"Te Atatu South Community Centre, Te Atatu South, Auckland",Fri 5 May 5:00pm,"Conservation, Environment"
Storytime at the Maritime,https://www.eventfinda.co.nz/2023/storytime-at-the-maritime2/auckland,"New Zealand Maritime Museum, CBD, Auckland",Fri 5 May 10:30am,"Children, Kids, Holidays"
Karaoke Fridays with Flamairs,https://www.eventfinda.co.nz/2023/karaoke-fridays-with-flamairs/auckland/avondale,"Taphouse Avondale, Avondale, Auckland",Fri 5 May 8:00pm,"Open Mic, Jams"
DJ cult45,https://www.eventfinda.co.nz/2023/dj-cult45/auckland,"Mezze Bar, CBD, Auckland",Fri 5 May 5:30pm,Bar DJs
Friday Painting with Friends Untutored,https://www.eventfinda.co.nz/2023/friday-painting-with-friends-untutored/auckland/mairangi-bay,"Mairangi Arts Centre, Mairangi Bay, Auckland",Fri 5 May 9:30am,Education
Auckland Garden Club,https://www.eventfinda.co.nz/2023/auckland-garden-club/auckland/western-springs,"Auckland Horticultural Centre, Western Springs, Auckland",Fri 5 May 10:30am,Education
Friday Wheel Throwing Development for Young Adults,https://www.eventfinda.co.nz/2023/friday-wheel-throwing-development-for-young-adults/auckland/mairangi-bay,"Mairangi Arts Centre, Mairangi Bay, Auckland",Fri 5 May 4:30pm,Education
Friday Creative Drawing,https://www.eventfinda.co.nz/2023/friday-creative-drawing/auckland/mairangi-bay,"Mairangi Arts Centre, Mairangi Bay, Auckland",Fri 5 May 4:30pm,Education
Friday Illustrated Friends,https://www.eventfinda.co.nz/2023/friday-illustrated-friends/auckland/mairangi-bay,"Mairangi Arts Centre, Mairangi Bay, Auckland",Fri 5 May 4:30pm,Education
Weekly Drama Classes (Ages 5-16) - Tim Bray Youth Theatre,https://www.eventfinda.co.nz/2023/weekly-drama-classes-ages-5-16-tim-bray-youth-theatre2/auckland/takapuna,"St Georges Presbyterian Church, Takapuna, Auckland",Fri 5 May 4:00pm,Education
Auckland Baby Expo May 2023,https://www.eventfinda.co.nz/2023/auckland-baby-expo-may-2023/auckland/wairau-valley,"Eventfinda Stadium, Wairau Valley, Auckland",Sat 6 May 9:00am,"Lifestyle Shows, Expos"
Pilkingtons Bottomless* and Lunch,https://www.eventfinda.co.nz/2023/pilkingtons-bottomless-and-lunch/auckland,"Pilkingtons, CBD, Auckland",Sat 6 May 12:00pm,"Food, Gourmet, Wine"
International Comedy All-Stars in Manukau,https://www.eventfinda.co.nz/2023/international-comedy-all-stars-in-manukau/auckland/manukau-city,"BNZ Theatre at Due Drop Events Centre, Manukau City, Auckland",Sat 6 May 8:00pm,Comedy
White Chapel Jak Endless Summer Tour 2023,https://www.eventfinda.co.nz/2023/white-chapel-jak-endless-summer-tour-2023-paraoa-brewing/auckland/whangaparaoa-penins,"Parāoa Brewing Co., Whangaparaoa Peninsula, Auckland",Sat 6 May 7:00pm,"Covers, Tribute Bands"
The Shack Live,https://www.eventfinda.co.nz/2023/the-shack-live/auckland/manukau-city,"Woodside Bar, Manukau City, Auckland",Sat 6 May 7:00pm,Family Entertainment
Something & Social Bottomless* and Brunch,https://www.eventfinda.co.nz/2023/something-social-bottomless-and-brunch/auckland/newmarket,"Something & Social, Newmarket, Auckland",Sat 6 May 10:00am,"Food, Gourmet, Wine"
The Classic Comedy Fest Previews - Early & Late Editions,https://www.eventfinda.co.nz/2023/the-classic-comedy-fest-previews-early-late-editions/auckland,"The Classic Comedy Club, CBD, Auckland",Sat 6 May 7:00pm,Comedy
Grand Finale - King of the Park 5PM Start,https://www.eventfinda.co.nz/2023/grand-finale-king-of-the-park/auckland/onehunga,"Waikaraka Family Speedway, Onehunga, Auckland",Sat 6 May 5:00pm,Motorsport
Junk to Funk,https://www.eventfinda.co.nz/2023/junk-to-funk/auckland/waiheke-island,"Te Huruhi Primary School, Waiheke Island, Auckland",Sat 6 May 6:00pm,Fashion
Ep 3 Generational | Professional Wrestling,https://www.eventfinda.co.nz/2023/ep-generational-professional-wrestling/auckland/oratia,"Oratia Settlers Hall, Oratia, Auckland",Sat 6 May 5:45pm,Wrestling
Screen-printing with Speciality Inks | Thomas Lynch,https://www.eventfinda.co.nz/2023/screen-printing-with-speciality-inks-thomas-lynch/auckland/henderson,"Corban Estate Arts Centre, Henderson, Auckland",Sat 6 May 1:00pm,Festivals
Chuckle Monsters -NZ Comedy Festival,https://www.eventfinda.co.nz/2023/chuckle-monsters-nz-comedy-festival/auckland/ponsonby,"Covert Theatre, Ponsonby, Auckland",Sat 6 May 2:00pm,Theatre
Relief Print | Fatu Feu’u ONZM,https://www.eventfinda.co.nz/2023/relief-print-fatu-feuru-onzm/auckland/henderson,"Corban Estate Arts Centre, Henderson, Auckland",Sat 6 May 1:00pm,Festivals
Bamboo Intaglio | Faith McManus,https://www.eventfinda.co.nz/2023/bamboo-intaglio-faith-mcmanus/auckland/henderson,"Corban Estate Arts Centre, Henderson, Auckland",Sat 6 May 9:00am,Festivals
Marks & Process: Experimental Drawing | Han Kim,https://www.eventfinda.co.nz/2023/marks-process-experimental-drawing-han-kim/auckland/henderson,"Corban Estate Arts Centre, Henderson, Auckland",Sat 6 May 9:00am,Festivals
Red Bar Comedy Showcase,https://www.eventfinda.co.nz/2023/red-bar-comedy-showcase2/auckland/newton,"Red Bar, Newton, Auckland",Sat 6 May 7:45pm,Comedy
Paint & Chill - Aurora Australis,https://www.eventfinda.co.nz/2023/paint-chill-aurora-australis2/auckland,"Auckland City Hotel, CBD, Auckland",Sat 6 May 3:00pm,"Socials, Singles, Balls"
Saturday Night Live,https://www.eventfinda.co.nz/2023/saturday-night-live/auckland/birkenhead,"Zion Hill Methodist Hall, Birkenhead, Auckland",Sat 6 May 7:30pm,"Alternative, Indie"
Super Bootcamp,https://www.eventfinda.co.nz/2023/super-bootcamp3/auckland/northcote,"SPARTAFIT, Northcote, Auckland",Sat 6 May 8:30am,Fitness
Kevin Greaves Family Trio,https://www.eventfinda.co.nz/2023/kevin-greaves-family-trio/auckland/whangaparaoa-peninsula,"Hibiscus Coast RSA, Whangaparaoa Peninsula, Auckland",Sat 6 May 7:00pm,"Covers, Tribute Bands"
Saturday Night Candle-Making Workshops,https://www.eventfinda.co.nz/2023/saturday-night-candle-making-workshops/auckland/milford,"Milford Shopping Centre, Milford, Auckland",Sat 6 May 5:00pm,Education
Changing Lives - Well-being Workshop,https://www.eventfinda.co.nz/2023/changing-lives-well-being-workshop/auckland/pukekohe,"Franklin Hospice, Pukekohe, Auckland",Sat 6 May 10:00am,Mind & Body
Art Collective Project with Sewn Textile Artist Dee Petit,https://www.eventfinda.co.nz/2023/art-collective-project-with-sewn-textile-artist-dee-petit3/auckland/onehunga,"Shiloh Creative Life Centre, Onehunga, Auckland",Sat 6 May 10:00am,Family & Lifestyle
Coding Workshop,https://www.eventfinda.co.nz/2023/coding-workshop/auckland,"Sunshine Club NZ, Botany Downs, Auckland",Sat 6 May 10:00am,Education
Mudfest 2023,https://www.eventfinda.co.nz/2023/mudfest-2023/auckland,,Sat 6 May 9:00am,"Lifestyle Shows, Expos"
Blues vs Moana Pasifika,https://www.eventfinda.co.nz/2023/blues-vs-moana-pasifika/auckland/kingsland,"Eden Park, Kingsland, Auckland",Sat 6 May 7:05pm,Rugby Union
Elim Car Boot Sale,https://www.eventfinda.co.nz/2022/elim-car-boot-sale/auckland/clendon,"Elim Christian Centre, Clendon, Auckland",Sat 6 May 8:00am,Markets and Fairs
Parnell Saturday Market,https://www.eventfinda.co.nz/2023/parnell-saturday-market/auckland,"Parnell Quarter, Parnell, Auckland",Sat 6 May 8:00am,Markets and Fairs
Parnell Farmers' Market,https://www.eventfinda.co.nz/2021/parnell-farmers-market/auckland/parnell,"Jubilee Building - Parnell Community Centre, Parnell, Auckland",Sat 6 May 8:00am,Markets and Fairs
Noises Off,https://www.eventfinda.co.nz/2023/noises-off/auckland/papakura,"Off Broadway Theatre, Papakura, Auckland",Sat 6 May 7:30pm,Theatre
"Collectors Fair - Victorian, Vintage, Retro & more",https://www.eventfinda.co.nz/2022/collectors-fair-china-vintage-retro-textiles-and-more/auckland/avondale,"Avondale Racecourse, Avondale, Auckland",Sat 6 May 12:00pm,Markets and Fairs
Sports Tech,https://www.eventfinda.co.nz/2023/sports-tech/auckland/western-springs,"MOTAT (Museum of Transport & Technology), Western Springs, Auckland",Sat 6 May 10:00am,Fitness
J Day 2023 - NZ's 31st Annual Cannabis Festival and Protest,https://www.eventfinda.co.nz/2023/j-day-2023-nzs-31st-annual-cannabis-festival-and-protest/auckland,"Albert Park, CBD, Auckland",Sat 6 May 12:00pm,"Commemorations, Ceremonies"
The Soundtracks from Reservoir Dogs & Pulp Fiction,https://www.eventfinda.co.nz/2023/the-soundtracks-from-reservoir-dogs-pulp-fiction/auckland,"The Civic, CBD, Auckland",Sat 6 May 8:00pm,Pop
An Afrikan Market | Africa Month 2023,https://www.eventfinda.co.nz/2023/an-afrikan-market-africa-month-2023/auckland,"Ellen Melville Centre, CBD, Auckland",Sat 6 May 12:00pm,"Ethnic, Multicultural"
Papakura Streetfest,https://www.eventfinda.co.nz/2023/papakura-streetfest/auckland/papakura,"Papakura Town Centre, Papakura, Auckland",Sat 6 May 10:00am,Family Entertainment
A Live Tribute to Prince,https://www.eventfinda.co.nz/2023/a-live-tribute-to-prince/auckland/ponsonby,"Ponsonby Social Club, Ponsonby, Auckland",Sat 6 May 7:00pm,"R&B, Soul"
Ed Gamble - Electric,https://www.eventfinda.co.nz/2023/ed-gamble-electric/auckland,"SkyCity Theatre, CBD, Auckland",Sat 6 May 9:00pm,Comedy
Ruel,https://www.eventfinda.co.nz/2023/ruel/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Sat 6 May 7:30pm,Pop
Auckland Choral presents Lux Aeterna/Beethoven,https://www.eventfinda.co.nz/2023/auckland-choral-presents-lux-aeterna-beethoven/auckland/parnell,"Holy Trinity Cathedral, Parnell, Auckland",Sat 6 May 7:30pm,Classical Music
Auahatanga Market,https://www.eventfinda.co.nz/2023/auahatanga-market/auckland/newton,"George Court Building, Newton, Auckland",Sat 6 May 10:00am,Markets and Fairs
Misfits - May 6th Edition,https://www.eventfinda.co.nz/2023/misfits-may-6th-edition/auckland,"Cassette Number Nine, CBD, Auckland",Sat 6 May 8:00pm,Bar DJs
Re:generate Fashion Market Te Atatū Peninsula,https://www.eventfinda.co.nz/2023/re-generate-fashion-market-te-atatu-peninsula2/auckland/te-atatu-peninsula,"Te Atatu Peninsula Community Centre, Te Atatu Peninsula, Auckland",Sat 6 May 10:00am,Markets and Fairs
Waiheke Ostend Market,https://www.eventfinda.co.nz/2022/waiheke-ostend-market/auckland/waiheke-island,"Ostend War Memorial Hall and Reserve, Waiheke Island, Auckland",Sat 6 May 8:00am,Markets and Fairs
Brave Charity Fashion Show Fundraiser,https://www.eventfinda.co.nz/2023/brave-charity-fashion-show-fundraiser/auckland/remuera,"St Lukes Church, Remuera, Auckland",Sat 6 May 6:00pm,"Charity, Fundraisers"
CT Civil Counties Classic Final and Drillforce ProLite Cup,https://www.eventfinda.co.nz/2023/ct-civil-counties-classic-final-and-drillforce-prolite-cup/auckland/manukau-city,"Colin Dale Park, Manukau City, Auckland",Sat 6 May 11:00am,Motorsport
True Believers,https://www.eventfinda.co.nz/2023/true-believers/auckland/ponsonby,"Fitzroy Lounge Bar, Ponsonby, Auckland",Sat 6 May 6:00pm,Bar DJs
Caitlin Smith's Imaginary Band,https://www.eventfinda.co.nz/2023/caitlin-smiths-imaginary-band/auckland/parnell,"Crown Range Cellar, Parnell, Auckland",Sat 6 May 6:00pm,Jazz
Gently Loved Markets Curvy,https://www.eventfinda.co.nz/2023/gently-loved-markets-curvy2/auckland/western-springs,"Western Springs Hall, Western Springs, Auckland",Sat 6 May 10:00am,Markets and Fairs
Breath Hold Workshop for Spearfishing Surfing and Freediving,https://www.eventfinda.co.nz/2023/breath-hold-workshop-for-spearfishing-surfing-and-freediving/auckland/orewa,"Orewa House Health and Wellbeing Centre, Orewa, Auckland",Sat 6 May 11:00am,Diving
Live Music - Jimi Gypsy Kara,https://www.eventfinda.co.nz/2023/live-music-jimi-gypsy-kara/auckland/avondale,"Taphouse Avondale, Avondale, Auckland",Sat 6 May 7:00pm,"Covers, Tribute Bands"
Rude Intrusion,https://www.eventfinda.co.nz/2023/rude-intrusion/auckland/mt-eden,"The Horse and Trap, Mt Eden, Auckland",Sat 6 May 8:00pm,Rock
2nd Brazilian Pop-up Market,https://www.eventfinda.co.nz/2023/2nd-brazilian-pop-up-market/auckland,"Lagoinha Centre, Grey Lynn, Auckland",Sat 6 May 10:00am,Markets and Fairs
The Sprig of Thyme,https://www.eventfinda.co.nz/2023/the-sprig-of-thyme/auckland/takapuna,"St Georges Presbyterian Church, Takapuna, Auckland",Sat 6 May 7:30pm,Folk
Vorsen,https://www.eventfinda.co.nz/2023/vorsen/auckland/newton,"Whammy Bar, Newton, Auckland",Sat 6 May 8:00pm,"Alternative, Indie"
Clearwater Cove Regeneration - With Kaipātiki Project,https://www.eventfinda.co.nz/2023/clearwater-cove-regeneration-with-kaipatiki-project/auckland,"Clearwater Cove Reserve, West Harbour, Auckland",Sat 6 May 10:00am,"Conservation, Environment"
APO 4 Kids Move & Groove,https://www.eventfinda.co.nz/2023/apo-apo-kids-move-groove/auckland/takapuna,"Bruce Mason Centre, Takapuna, Auckland",Sat 6 May 10:00am,Family Entertainment
Beauty Nation,https://www.eventfinda.co.nz/2023/beauty-nation/auckland,"Shed 10, CBD, Auckland",Sat 6 May 9:00am,"Lifestyle Shows, Expos"
"Joe Lycett - More, More! How Do You Lycett?",https://www.eventfinda.co.nz/2023/joe-lycett-more-more-how-do-you-lycett/auckland,"Kiri Te Kanawa Theatre - Aotea Centre, CBD, Auckland",Sat 6 May 8:00pm,Comedy
Bubble Soccer in the Park,https://www.eventfinda.co.nz/2023/bubble-soccer-in-the-park/auckland/mt-roskill,"Margaret Griffen Park, Mt Roskill, Auckland",Sat 6 May 10:00am,"Games, Carnivals"
Easy Tiger,https://www.eventfinda.co.nz/2023/easy-tiger/auckland,"The Occidental Belgian Beer Café, CBD, Auckland",Sat 6 May 10:00pm,"Covers, Tribute Bands"
"Huge Pop, Rock, Folk, Jazz & Country Vinyl Record Sale",https://www.eventfinda.co.nz/2021/huge-pop-and-rock-vinyl-record-sale/auckland/browns-bay,"St Anne's Hall, Browns Bay, Auckland",Sat 6 May 9:00am,Markets and Fairs
Coco-Rocky Live @ Lula's,https://www.eventfinda.co.nz/2023/coco-rocky-live-lulas/auckland,"The Lula Inn, CBD, Auckland",Sat 6 May 10:00pm,Funk
Repair Cafe Orewa,https://www.eventfinda.co.nz/2023/repair-cafe-orewa/auckland/orewa,"Orewa Community Centre, Orewa, Auckland",Sat 6 May 11:00am,"Conservation, Environment"
Albany Community Market,https://www.eventfinda.co.nz/2023/albany-community-market/auckland/albany,"Albany Community Hub, Albany, Auckland",Sat 6 May 12:00pm,Markets and Fairs
Repair Café Pukekohe,https://www.eventfinda.co.nz/2023/repair-cafe-pukekohe/auckland/pukekohe,"Pukekohe Old Borough Building, Pukekohe, Auckland",Sat 6 May 11:00am,"Conservation, Environment"
Community Talent Quest,https://www.eventfinda.co.nz/2023/community-talent-quest/auckland,"Fresh Choice Epsom, Epsom, Auckland",Sat 6 May 10:00am,Theatre
Crystal Visions Holistic Market,https://www.eventfinda.co.nz/2023/crystal-visions-holistic-market/auckland/milford,"Milford Senior Citizens Hall, Milford, Auckland",Sat 6 May 10:00am,Markets and Fairs
Car Boot Sale,https://www.eventfinda.co.nz/2023/car-boot-sale/auckland/henderson,"Henderson Baptist Church, Henderson, Auckland",Sat 6 May 6:30am,Markets and Fairs
The History Boys,https://www.eventfinda.co.nz/2023/the-history-boys/auckland/belmont,"The Rose Centre, Belmont, Auckland",Sat 6 May 8:00pm,Theatre
The Book Club Play – Hit Comedy About People Who Love Books,https://www.eventfinda.co.nz/2023/the-book-club-play-hit-comedy-about-people-who-love-books/auckland/pakuranga,"Howick Little Theatre, Pakuranga, Auckland",Sat 6 May 8:00pm,Theatre
Eskdale Restoration - with Kaipātiki Project,https://www.eventfinda.co.nz/2023/eskdale-restoration-with-kaipatiki-project5/auckland/glenfield,"Eskdale Reserve, Glenfield, Auckland",Sat 6 May 9:30am,"Conservation, Environment"
Matakana Village Farmers' Market,https://www.eventfinda.co.nz/2022/matakana-village-farmers-market/auckland/matakana,"Matakana Village Market Square, Matakana, Auckland",Sat 6 May 8:00am,Markets and Fairs
Kraft Korner | Africa Month 2023,https://www.eventfinda.co.nz/2023/kraft-korner-africa-month-2023/auckland,"Ellen Melville Centre, CBD, Auckland",Sat 6 May 1:00pm,"Ethnic, Multicultural"
Pounamu Carving | Workshop,https://www.eventfinda.co.nz/2023/pounamu-carving-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 6 May 9:00am,"Ethnic, Multicultural"
Bowls in a Day | Workshop,https://www.eventfinda.co.nz/2023/bowls-in-day-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 6 May 9:30am,Family & Lifestyle
Workshop: Art for Bird Lovers,https://www.eventfinda.co.nz/2023/workshop-art-for-bird-lovers/auckland/epsom,"Huia Lodge Discovery Hub, Epsom, Auckland",Sat 6 May 10:00am,Family & Lifestyle
CCFA Friends in the Gallery,https://www.eventfinda.co.nz/2023/ccfa-friends-in-the-gallery3/auckland,"New Zealand Maritime Museum, CBD, Auckland",Sat 6 May 1:00pm,Public Talks & Tours
Core Empowerment - Journey of the Soul,https://www.eventfinda.co.nz/2023/core-empowerment-journey-of-the-soul/auckland/takapuna,"Taitamariki Hall (Girl Guides Hall), Takapuna, Auckland",Sat 6 May 9:30am,Mind & Body
