Location,From Day,To Day,Shop Day,Category,sipp code,Season ,Tether Off Shop Day,
Herakkion,8,13,7,Luxury (BMW 116),ddmr,High,102%,
Herakkion,14,14,14,Luxury (BMW 116),ddmr,High,100%,
Herakkion,15,21,14,Luxury (BMW 116),ddmr,High,115%,
Herakkion,22,29,14,Luxury (BMW 116),ddmr,High,115%,
Herakkion,30, max ,14,Luxury (BMW 116),ddmr,High,243%,
Herakkion,1,2,4,Luxury (BMW 216),jdmr,High,167%,
Herakkion,3,3,4,Luxury (BMW 216),jdmr,High,140%,
Herakkion,4,6,4,Luxury (BMW 216),jdmr,High,100%,
Herakkion,7,7,7,Luxury (BMW 216),jdmr,High,100%,
Herakkion,8,13,7,Luxury (BMW 216),jdmr,High,102%,
Herakkion,14,14,14,Luxury (BMW 216),jdmr,High,100%,
Herakkion,15,21,14,Luxury (BMW 216),jdmr,High,115%,
Herakkion,22,29,14,Luxury (BMW 216),jdmr,High,115%,
Herakkion,30, max ,14,Luxury (BMW 216),jdmr,High,243%,
Herakkion,1,2,4,Luxury (BMW 216 Automatic),jdar,High,167%,
Herakkion,3,3,4,Luxury (BMW 216 Automatic),jdar,High,139%,
Herakkion,4,6,4,Luxury (BMW 216 Automatic),jdar,High,100%,
Herakkion,7,7,7,Luxury (BMW 216 Automatic),jdar,High,100%,
Herakkion,8,13,7,Luxury (BMW 216 Automatic),jdar,High,102%,
Herakkion,14,14,14,Luxury (BMW 216 Automatic),jdar,High,100%,
Herakkion,15,21,14,Luxury (BMW 216 Automatic),jdar,High,115%,
Herakkion,22,29,14,Luxury (BMW 216 Automatic),jdar,High,115%,
Herakkion,30, max ,14,Luxury (BMW 216 Automatic),jdar,High,243%,
Herakkion,1,2,4,Luxury (BMW X1 Automatic),sfar,High,167%,
Herakkion,3,3,4,Luxury (BMW X1 Automatic),sfar,High,139%,
Herakkion,4,6,4,Luxury (BMW X1 Automatic),sfar,High,100%,
Herakkion,7,7,7,Luxury (BMW X1 Automatic),sfar,High,100%,
Herakkion,8,13,7,Luxury (BMW X1 Automatic),sfar,High,102%,
Herakkion,14,14,14,Luxury (BMW X1 Automatic),sfar,High,100%,
Herakkion,15,21,14,Luxury (BMW X1 Automatic),sfar,High,115%,
Herakkion,22,29,14,Luxury (BMW X1 Automatic),sfar,High,115%,
Herakkion,30, max ,14,Luxury (BMW X1 Automatic),sfar,High,243%,
Herakkion,1,2,4,Mini Van (Fiat Doblo),fvmr,High,131%,
Herakkion,3,3,4,Mini Van (Fiat Doblo),fvmr,High,109%,
Herakkion,4,6,4,Mini Van (Fiat Doblo),fvmr,High,100%,
Herakkion,7,7,7,Mini Van (Fiat Doblo),fvmr,High,100%,
Herakkion,8,13,7,Mini Van (Fiat Doblo),fvmr,High,103%,
Herakkion,14,14,14,Mini Van (Fiat Doblo),fvmr,High,100%,
Herakkion,15,21,14,Mini Van (Fiat Doblo),fvmr,High,115%,
Herakkion,22,29,14,Mini Van (Fiat Doblo),fvmr,High,115%,
Herakkion,30, max ,14,Mini Van (Fiat Doblo),fvmr,High,141%,
Herakkion,1,2,4,Mini Van (Opel Vivaro),lvmr,High,131%,
Herakkion,3,3,4,Mini Van (Opel Vivaro),lvmr,High,109%,
Herakkion,4,6,4,Mini Van (Opel Vivaro),lvmr,High,100%,
Herakkion,7,7,7,Mini Van (Opel Vivaro),lvmr,High,100%,
Herakkion,8,13,7,Mini Van (Opel Vivaro),lvmr,High,107%,
Herakkion,14,14,14,Mini Van (Opel Vivaro),lvmr,High,100%,
Herakkion,15,21,14,Mini Van (Opel Vivaro),lvmr,High,115%,
Herakkion,22,29,14,Mini Van (Opel Vivaro),lvmr,High,115%,
Herakkion,30, max ,14,Mini Van (Opel Vivaro),lvmr,High,131%,
Herakkion,1,2,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,129%,
Herakkion,3,3,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,107%,
Herakkion,4,6,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,100%,
Herakkion,7,7,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,100%,
Herakkion,8,13,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,93%,
Herakkion,14,14,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,100%,
Herakkion,15,21,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,115%,
Herakkion,22,29,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,115%,
Herakkion,30, max ,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,300%,
Herakkion,1,2,4,Mini Van (Mercedes Vito),pvmr,High,131%,
Herakkion,3,3,4,Mini Van (Mercedes Vito),pvmr,High,109%,
Herakkion,4,6,4,Mini Van (Mercedes Vito),pvmr,High,100%,
Herakkion,7,7,7,Mini Van (Mercedes Vito),pvmr,High,100%,
Herakkion,8,13,7,Mini Van (Mercedes Vito),pvmr,High,107%,
Herakkion,14,14,14,Mini Van (Mercedes Vito),pvmr,High,100%,
Herakkion,15,21,14,Mini Van (Mercedes Vito),pvmr,High,115%,
Herakkion,22,29,14,Mini Van (Mercedes Vito),pvmr,High,115%,
Herakkion,30, max ,14,Mini Van (Mercedes Vito),pvmr,High,131%,
Herakkion,1,2,4,Mini (Suzuki Celerio),mdmr,Shoulder,167%,
Herakkion,3,3,4,Mini (Suzuki Celerio),mdmr,Shoulder,139%,
Herakkion,4,6,4,Mini (Suzuki Celerio),mdmr,Shoulder,100%,
Herakkion,7,7,7,Mini (Suzuki Celerio),mdmr,Shoulder,100%,
Herakkion,8,13,7,Mini (Suzuki Celerio),mdmr,Shoulder,102%,
Herakkion,14,14,14,Mini (Suzuki Celerio),mdmr,Shoulder,100%,
Herakkion,15,21,14,Mini (Suzuki Celerio),mdmr,Shoulder,115%,
Herakkion,22,29,14,Mini (Suzuki Celerio),mdmr,Shoulder,115%,
Herakkion,30, max ,14,Mini (Suzuki Celerio),mdmr,Shoulder,243%,
Herakkion,1,2,4,Economy (Fiat Panda),ecmr,Shoulder,167%,
Herakkion,3,3,4,Economy (Fiat Panda),ecmr,Shoulder,139%,
Herakkion,4,6,4,Economy (Fiat Panda),ecmr,Shoulder,100%,
Herakkion,7,7,7,Economy (Fiat Panda),ecmr,Shoulder,100%,
Herakkion,8,13,7,Economy (Fiat Panda),ecmr,Shoulder,102%,
Herakkion,14,14,14,Economy (Fiat Panda),ecmr,Shoulder,100%,
Herakkion,15,21,14,Economy (Fiat Panda),ecmr,Shoulder,115%,
Herakkion,22,29,14,Economy (Fiat Panda),ecmr,Shoulder,115%,
Herakkion,30, max ,14,Economy (Fiat Panda),ecmr,Shoulder,243%,
Herakkion,1,2,4,Economy (Suzuki Swift),edmr,Shoulder,167%,
Herakkion,3,3,4,Economy (Suzuki Swift),edmr,Shoulder,139%,
Herakkion,4,6,4,Economy (Suzuki Swift),edmr,Shoulder,100%,
Herakkion,7,7,7,Economy (Suzuki Swift),edmr,Shoulder,100%,
Herakkion,8,13,7,Economy (Suzuki Swift),edmr,Shoulder,102%,
Herakkion,14,14,14,Economy (Suzuki Swift),edmr,Shoulder,100%,
Herakkion,15,21,14,Economy (Suzuki Swift),edmr,Shoulder,115%,
Herakkion,22,29,14,Economy (Suzuki Swift),edmr,Shoulder,115%,
Herakkion,30, max ,14,Economy (Suzuki Swift),edmr,Shoulder,243%,
Herakkion,1,2,4,Economy (Suzuki Swift Automatic),edar,Shoulder,167%,
Herakkion,3,3,4,Economy (Suzuki Swift Automatic),edar,Shoulder,140%,
Herakkion,4,6,4,Economy (Suzuki Swift Automatic),edar,Shoulder,100%,
Herakkion,7,7,7,Economy (Suzuki Swift Automatic),edar,Shoulder,100%,
Herakkion,8,13,7,Economy (Suzuki Swift Automatic),edar,Shoulder,102%,
Herakkion,14,14,14,Economy (Suzuki Swift Automatic),edar,Shoulder,100%,
Herakkion,15,21,14,Economy (Suzuki Swift Automatic),edar,Shoulder,115%,
Herakkion,22,29,14,Economy (Suzuki Swift Automatic),edar,Shoulder,115%,
Herakkion,30, max ,14,Economy (Suzuki Swift Automatic),edar,Shoulder,243%,
Herakkion,1,2,4,Compact (Suzuki Baleno),ccmr,Shoulder,167%,
Herakkion,3,3,4,Compact (Suzuki Baleno),ccmr,Shoulder,140%,
Herakkion,4,6,4,Compact (Suzuki Baleno),ccmr,Shoulder,100%,
Herakkion,7,7,7,Compact (Suzuki Baleno),ccmr,Shoulder,100%,
Herakkion,8,13,7,Compact (Suzuki Baleno),ccmr,Shoulder,102%,
Herakkion,14,14,14,Compact (Suzuki Baleno),ccmr,Shoulder,100%,
Herakkion,15,21,14,Compact (Suzuki Baleno),ccmr,Shoulder,115%,
Herakkion,22,29,14,Compact (Suzuki Baleno),ccmr,Shoulder,115%,
Herakkion,30, max ,14,Compact (Suzuki Baleno),ccmr,Shoulder,243%,
Herakkion,1,2,4,Family (Fiat Tipo),cdmr,Shoulder,167%,
Herakkion,3,3,4,Family (Fiat Tipo),cdmr,Shoulder,140%,
Herakkion,4,6,4,Family (Fiat Tipo),cdmr,Shoulder,100%,
Herakkion,7,7,7,Family (Fiat Tipo),cdmr,Shoulder,100%,
Herakkion,8,13,7,Family (Fiat Tipo),cdmr,Shoulder,102%,
Herakkion,14,14,14,Family (Fiat Tipo),cdmr,Shoulder,100%,
Herakkion,15,21,14,Family (Fiat Tipo),cdmr,Shoulder,115%,
Herakkion,22,29,14,Family (Fiat Tipo),cdmr,Shoulder,115%,
Herakkion,30, max ,14,Family (Fiat Tipo),cdmr,Shoulder,243%,
Herakkion,1,2,4,Family (Fiat Tipo Automatic),cdar,Shoulder,167%,
Herakkion,3,3,4,Family (Fiat Tipo Automatic),cdar,Shoulder,139%,
Herakkion,4,6,4,Family (Fiat Tipo Automatic),cdar,Shoulder,100%,
Herakkion,7,7,7,Family (Fiat Tipo Automatic),cdar,Shoulder,100%,
Herakkion,8,13,7,Family (Fiat Tipo Automatic),cdar,Shoulder,102%,
Herakkion,14,14,14,Family (Fiat Tipo Automatic),cdar,Shoulder,100%,
Herakkion,15,21,14,Family (Fiat Tipo Automatic),cdar,Shoulder,115%,
Herakkion,22,29,14,Family (Fiat Tipo Automatic),cdar,Shoulder,115%,
Herakkion,30, max ,14,Family (Fiat Tipo Automatic),cdar,Shoulder,243%,
Herakkion,1,2,4,Family (Citroen C-elysee),idmr,Shoulder,167%,
Herakkion,3,3,4,Family (Citroen C-elysee),idmr,Shoulder,140%,
Herakkion,4,6,4,Family (Citroen C-elysee),idmr,Shoulder,100%,
Herakkion,7,7,7,Family (Citroen C-elysee),idmr,Shoulder,100%,
Herakkion,8,13,7,Family (Citroen C-elysee),idmr,Shoulder,102%,
Herakkion,14,14,14,Family (Citroen C-elysee),idmr,Shoulder,100%,
Herakkion,15,21,14,Family (Citroen C-elysee),idmr,Shoulder,115%,
Herakkion,22,29,14,Family (Citroen C-elysee),idmr,Shoulder,115%,
Herakkion,30, max ,14,Family (Citroen C-elysee),idmr,Shoulder,243%,
Herakkion,1,2,4,SUV (Suzuki Vitara),ifmr,Shoulder,138%,
Herakkion,3,3,4,SUV (Suzuki Vitara),ifmr,Shoulder,115%,
Herakkion,4,6,4,SUV (Suzuki Vitara),ifmr,Shoulder,100%,
Herakkion,7,7,7,SUV (Suzuki Vitara),ifmr,Shoulder,100%,
Herakkion,8,13,7,SUV (Suzuki Vitara),ifmr,Shoulder,100%,
Herakkion,14,14,14,SUV (Suzuki Vitara),ifmr,Shoulder,100%,
Herakkion,15,21,14,SUV (Suzuki Vitara),ifmr,Shoulder,115%,
Herakkion,22,29,14,SUV (Suzuki Vitara),ifmr,Shoulder,115%,
Herakkion,30, max ,14,SUV (Suzuki Vitara),ifmr,Shoulder,159%,
Herakkion,1,2,4,SUV (Suzuki Vitara Automatic),ifar,Shoulder,188%,
Herakkion,3,3,4,SUV (Suzuki Vitara Automatic),ifar,Shoulder,157%,
Herakkion,4,6,4,SUV (Suzuki Vitara Automatic),ifar,Shoulder,100%,
Herakkion,7,7,7,SUV (Suzuki Vitara Automatic),ifar,Shoulder,100%,
Herakkion,8,13,7,SUV (Suzuki Vitara Automatic),ifar,Shoulder,138%,
Herakkion,14,14,14,SUV (Suzuki Vitara Automatic),ifar,Shoulder,100%,
Herakkion,15,21,14,SUV (Suzuki Vitara Automatic),ifar,Shoulder,115%,
Herakkion,22,29,14,SUV (Suzuki Vitara Automatic),ifar,Shoulder,115%,
Herakkion,30, max ,14,SUV (Suzuki Vitara Automatic),ifar,Shoulder,316%,
Herakkion,1,2,4,Luxury (BMW 116),ddmr,Shoulder,167%,
Herakkion,3,3,4,Luxury (BMW 116),ddmr,Shoulder,140%,
Herakkion,4,6,4,Luxury (BMW 116),ddmr,Shoulder,100%,
Herakkion,7,7,7,Luxury (BMW 116),ddmr,Shoulder,100%,
Herakkion,8,13,7,Luxury (BMW 116),ddmr,Shoulder,102%,
Herakkion,14,14,14,Luxury (BMW 116),ddmr,Shoulder,100%,
Herakkion,15,21,14,Luxury (BMW 116),ddmr,Shoulder,115%,
Herakkion,22,29,14,Luxury (BMW 116),ddmr,Shoulder,115%,
Herakkion,30, max ,14,Luxury (BMW 116),ddmr,Shoulder,243%,
Herakkion,1,2,4,Luxury (BMW 216),jdmr,Shoulder,167%,
Herakkion,3,3,4,Luxury (BMW 216),jdmr,Shoulder,139%,
Herakkion,4,6,4,Luxury (BMW 216),jdmr,Shoulder,100%,
Herakkion,7,7,7,Luxury (BMW 216),jdmr,Shoulder,100%,
Herakkion,8,13,7,Luxury (BMW 216),jdmr,Shoulder,102%,
Herakkion,14,14,14,Luxury (BMW 216),jdmr,Shoulder,100%,
Herakkion,15,21,14,Luxury (BMW 216),jdmr,Shoulder,115%,
Herakkion,22,29,14,Luxury (BMW 216),jdmr,Shoulder,115%,
Herakkion,30, max ,14,Luxury (BMW 216),jdmr,Shoulder,243%,
Herakkion,1,2,4,Luxury (BMW 216 Automatic),jdar,Shoulder,167%,
Herakkion,3,3,4,Luxury (BMW 216 Automatic),jdar,Shoulder,140%,
Herakkion,4,6,4,Luxury (BMW 216 Automatic),jdar,Shoulder,100%,
Herakkion,7,7,7,Luxury (BMW 216 Automatic),jdar,Shoulder,100%,
Herakkion,8,13,7,Luxury (BMW 216 Automatic),jdar,Shoulder,102%,
Herakkion,14,14,14,Luxury (BMW 216 Automatic),jdar,Shoulder,100%,
Herakkion,15,21,14,Luxury (BMW 216 Automatic),jdar,Shoulder,115%,
Herakkion,22,29,14,Luxury (BMW 216 Automatic),jdar,Shoulder,115%,
Herakkion,30, max ,14,Luxury (BMW 216 Automatic),jdar,Shoulder,243%,
Herakkion,1,2,4,Luxury (BMW X1 Automatic),sfar,Shoulder,167%,
Herakkion,3,3,4,Luxury (BMW X1 Automatic),sfar,Shoulder,139%,
Herakkion,4,6,4,Luxury (BMW X1 Automatic),sfar,Shoulder,100%,
Herakkion,7,7,7,Luxury (BMW X1 Automatic),sfar,Shoulder,100%,
Herakkion,8,13,7,Luxury (BMW X1 Automatic),sfar,Shoulder,102%,
Herakkion,14,14,14,Luxury (BMW X1 Automatic),sfar,Shoulder,100%,
Herakkion,15,21,14,Luxury (BMW X1 Automatic),sfar,Shoulder,115%,
Herakkion,22,29,14,Luxury (BMW X1 Automatic),sfar,Shoulder,115%,
Herakkion,30, max ,14,Luxury (BMW X1 Automatic),sfar,Shoulder,243%,
Herakkion,1,2,4,Mini Van (Fiat Doblo),fvmr,Shoulder,131%,
Herakkion,3,3,4,Mini Van (Fiat Doblo),fvmr,Shoulder,109%,
Herakkion,4,6,4,Mini Van (Fiat Doblo),fvmr,Shoulder,100%,
Herakkion,7,7,7,Mini Van (Fiat Doblo),fvmr,Shoulder,100%,
Herakkion,8,13,7,Mini Van (Fiat Doblo),fvmr,Shoulder,103%,
Herakkion,14,14,14,Mini Van (Fiat Doblo),fvmr,Shoulder,100%,
Herakkion,15,21,14,Mini Van (Fiat Doblo),fvmr,Shoulder,115%,
Herakkion,22,29,14,Mini Van (Fiat Doblo),fvmr,Shoulder,115%,
Herakkion,30, max ,14,Mini Van (Fiat Doblo),fvmr,Shoulder,141%,
Herakkion,1,2,4,Mini Van (Opel Vivaro),lvmr,Shoulder,131%,
Herakkion,3,3,4,Mini Van (Opel Vivaro),lvmr,Shoulder,109%,
Herakkion,4,6,4,Mini Van (Opel Vivaro),lvmr,Shoulder,100%,
Herakkion,7,7,7,Mini Van (Opel Vivaro),lvmr,Shoulder,100%,
Herakkion,8,13,7,Mini Van (Opel Vivaro),lvmr,Shoulder,107%,
Herakkion,14,14,14,Mini Van (Opel Vivaro),lvmr,Shoulder,100%,
Herakkion,15,21,14,Mini Van (Opel Vivaro),lvmr,Shoulder,115%,
Herakkion,22,29,14,Mini Van (Opel Vivaro),lvmr,Shoulder,115%,
Herakkion,30, max ,14,Mini Van (Opel Vivaro),lvmr,Shoulder,131%,
Herakkion,1,2,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,129%,
Herakkion,3,3,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,107%,
Herakkion,4,6,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,100%,
Herakkion,7,7,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,100%,
Herakkion,8,13,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,93%,
Herakkion,14,14,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,100%,
Herakkion,15,21,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,115%,
Herakkion,22,29,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,115%,
Herakkion,30, max ,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,300%,
Herakkion,1,2,4,Mini Van (Mercedes Vito),pvmr,Shoulder,131%,
Herakkion,3,3,4,Mini Van (Mercedes Vito),pvmr,Shoulder,109%,
Herakkion,4,6,4,Mini Van (Mercedes Vito),pvmr,Shoulder,100%,
Herakkion,7,7,7,Mini Van (Mercedes Vito),pvmr,Shoulder,100%,
Herakkion,8,13,7,Mini Van (Mercedes Vito),pvmr,Shoulder,107%,
Herakkion,14,14,14,Mini Van (Mercedes Vito),pvmr,Shoulder,100%,
Herakkion,15,21,14,Mini Van (Mercedes Vito),pvmr,Shoulder,115%,
Herakkion,22,29,14,Mini Van (Mercedes Vito),pvmr,Shoulder,115%,
Herakkion,30, max ,14,Mini Van (Mercedes Vito),pvmr,Shoulder,131%,
Chania,1,2,4,Mini (Suzuki Celerio),mdmr,Low,167%,
Chania,3,3,4,Mini (Suzuki Celerio),mdmr,Low,139%,
Chania,4,6,4,Mini (Suzuki Celerio),mdmr,Low,100%,
Chania,7,7,7,Mini (Suzuki Celerio),mdmr,Low,100%,
Chania,8,13,7,Mini (Suzuki Celerio),mdmr,Low,102%,
Chania,14,14,14,Mini (Suzuki Celerio),mdmr,Low,100%,
Chania,15,21,14,Mini (Suzuki Celerio),mdmr,Low,100%,
Chania,22,29,14,Mini (Suzuki Celerio),mdmr,Low,100%,
Chania,30, max ,14,Mini (Suzuki Celerio),mdmr,Low,243%,
Chania,1,2,4,Economy (Fiat Panda),ecmr,Low,171%,
Chania,3,3,4,Economy (Fiat Panda),ecmr,Low,142%,
Chania,4,6,4,Economy (Fiat Panda),ecmr,Low,100%,
Chania,7,7,7,Economy (Fiat Panda),ecmr,Low,100%,
Chania,8,13,7,Economy (Fiat Panda),ecmr,Low,101%,
Chania,14,14,14,Economy (Fiat Panda),ecmr,Low,100%,
Chania,15,21,14,Economy (Fiat Panda),ecmr,Low,100%,
Chania,22,29,14,Economy (Fiat Panda),ecmr,Low,100%,
Chania,30, max ,14,Economy (Fiat Panda),ecmr,Low,229%,
Chania,1,2,4,Economy (Suzuki Swift),edmr,Low,170%,
Chania,3,3,4,Economy (Suzuki Swift),edmr,Low,142%,
Chania,4,6,4,Economy (Suzuki Swift),edmr,Low,100%,
Chania,7,7,7,Economy (Suzuki Swift),edmr,Low,100%,
Chania,8,13,7,Economy (Suzuki Swift),edmr,Low,101%,
Chania,14,14,14,Economy (Suzuki Swift),edmr,Low,100%,
Chania,15,21,14,Economy (Suzuki Swift),edmr,Low,100%,
Chania,22,29,14,Economy (Suzuki Swift),edmr,Low,100%,
Chania,30, max ,14,Economy (Suzuki Swift),edmr,Low,229%,
Chania,1,2,4,Economy (Suzuki Swift Automatic),edar,Low,188%,
Chania,3,3,4,Economy (Suzuki Swift Automatic),edar,Low,157%,
Chania,4,6,4,Economy (Suzuki Swift Automatic),edar,Low,100%,
Chania,7,7,7,Economy (Suzuki Swift Automatic),edar,Low,100%,
Chania,8,13,7,Economy (Suzuki Swift Automatic),edar,Low,138%,
Chania,14,14,14,Economy (Suzuki Swift Automatic),edar,Low,100%,
Chania,15,21,14,Economy (Suzuki Swift Automatic),edar,Low,100%,
Chania,22,29,14,Economy (Suzuki Swift Automatic),edar,Low,100%,
Chania,30, max ,14,Economy (Suzuki Swift Automatic),edar,Low,316%,
Chania,1,2,4,Compact (Suzuki Baleno),ccmr,Low,151%,
Chania,3,3,4,Compact (Suzuki Baleno),ccmr,Low,125%,
Chania,4,6,4,Compact (Suzuki Baleno),ccmr,Low,100%,
Chania,7,7,7,Compact (Suzuki Baleno),ccmr,Low,100%,
Chania,8,13,7,Compact (Suzuki Baleno),ccmr,Low,100%,
Chania,14,14,14,Compact (Suzuki Baleno),ccmr,Low,100%,
Chania,15,21,14,Compact (Suzuki Baleno),ccmr,Low,100%,
Chania,22,29,14,Compact (Suzuki Baleno),ccmr,Low,100%,
Chania,30, max ,14,Compact (Suzuki Baleno),ccmr,Low,225%,
Chania,1,2,4,Family (Fiat Tipo),cdmr,Low,150%,
Chania,3,3,4,Family (Fiat Tipo),cdmr,Low,125%,
Chania,4,6,4,Family (Fiat Tipo),cdmr,Low,100%,
Chania,7,7,7,Family (Fiat Tipo),cdmr,Low,100%,
Chania,8,13,7,Family (Fiat Tipo),cdmr,Low,100%,
Chania,14,14,14,Family (Fiat Tipo),cdmr,Low,100%,
Chania,15,21,14,Family (Fiat Tipo),cdmr,Low,100%,
Chania,22,29,14,Family (Fiat Tipo),cdmr,Low,100%,
Chania,30, max ,14,Family (Fiat Tipo),cdmr,Low,219%,
Chania,1,2,4,Family (Fiat Tipo Automatic),cdar,Low,188%,
Chania,3,3,4,Family (Fiat Tipo Automatic),cdar,Low,157%,
Chania,4,6,4,Family (Fiat Tipo Automatic),cdar,Low,100%,
Chania,7,7,7,Family (Fiat Tipo Automatic),cdar,Low,100%,
Chania,8,13,7,Family (Fiat Tipo Automatic),cdar,Low,138%,
Chania,14,14,14,Family (Fiat Tipo Automatic),cdar,Low,100%,
Chania,15,21,14,Family (Fiat Tipo Automatic),cdar,Low,100%,
Chania,22,29,14,Family (Fiat Tipo Automatic),cdar,Low,100%,
Chania,30, max ,14,Family (Fiat Tipo Automatic),cdar,Low,316%,
Chania,1,2,4,Family (Citroen C-elysee),idmr,Low,188%,
Chania,3,3,4,Family (Citroen C-elysee),idmr,Low,157%,
Chania,4,6,4,Family (Citroen C-elysee),idmr,Low,100%,
Chania,7,7,7,Family (Citroen C-elysee),idmr,Low,100%,
Chania,8,13,7,Family (Citroen C-elysee),idmr,Low,138%,
Chania,14,14,14,Family (Citroen C-elysee),idmr,Low,100%,
Chania,15,21,14,Family (Citroen C-elysee),idmr,Low,100%,
Chania,22,29,14,Family (Citroen C-elysee),idmr,Low,100%,
Chania,30, max ,14,Family (Citroen C-elysee),idmr,Low,316%,
Chania,1,2,4,SUV (Suzuki Vitara),ifmr,Low,138%,
Chania,3,3,4,SUV (Suzuki Vitara),ifmr,Low,115%,
Chania,4,6,4,SUV (Suzuki Vitara),ifmr,Low,100%,
Chania,7,7,7,SUV (Suzuki Vitara),ifmr,Low,100%,
Chania,8,13,7,SUV (Suzuki Vitara),ifmr,Low,100%,
Chania,14,14,14,SUV (Suzuki Vitara),ifmr,Low,100%,
Chania,15,21,14,SUV (Suzuki Vitara),ifmr,Low,100%,
Chania,22,29,14,SUV (Suzuki Vitara),ifmr,Low,100%,
Chania,30, max ,14,SUV (Suzuki Vitara),ifmr,Low,159%,
Chania,1,2,4,SUV (Suzuki Vitara Automatic),ifar,Low,188%,
Chania,3,3,4,SUV (Suzuki Vitara Automatic),ifar,Low,157%,
Chania,4,6,4,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Chania,7,7,7,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Chania,8,13,7,SUV (Suzuki Vitara Automatic),ifar,Low,138%,
Chania,14,14,14,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Chania,15,21,14,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Chania,22,29,14,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Chania,30, max ,14,SUV (Suzuki Vitara Automatic),ifar,Low,316%,
Chania,1,2,4,Luxury (BMW 116),ddmr,Low,180%,
Chania,3,3,4,Luxury (BMW 116),ddmr,Low,111%,
Chania,4,6,4,Luxury (BMW 116),ddmr,Low,100%,
Chania,7,7,7,Luxury (BMW 116),ddmr,Low,100%,
Chania,8,13,7,Luxury (BMW 116),ddmr,Low,102%,
Chania,14,14,14,Luxury (BMW 116),ddmr,Low,100%,
Chania,15,21,14,Luxury (BMW 116),ddmr,Low,100%,
Chania,22,29,14,Luxury (BMW 116),ddmr,Low,100%,
Chania,30, max ,14,Luxury (BMW 116),ddmr,Low,115%,
Chania,1,2,4,Luxury (BMW 216),jdmr,Low,167%,
Chania,3,3,4,Luxury (BMW 216),jdmr,Low,140%,
Chania,4,6,4,Luxury (BMW 216),jdmr,Low,100%,
Chania,7,7,7,Luxury (BMW 216),jdmr,Low,100%,
Chania,8,13,7,Luxury (BMW 216),jdmr,Low,102%,
Chania,14,14,14,Luxury (BMW 216),jdmr,Low,100%,
Chania,15,21,14,Luxury (BMW 216),jdmr,Low,115%,
Chania,22,29,14,Luxury (BMW 216),jdmr,Low,115%,
Chania,30, max ,14,Luxury (BMW 216),jdmr,Low,243%,
Chania,1,2,4,Luxury (BMW 216 Automatic),jdar,Low,167%,
Chania,3,3,4,Luxury (BMW 216 Automatic),jdar,Low,139%,
Chania,4,6,4,Luxury (BMW 216 Automatic),jdar,Low,100%,
Chania,7,7,7,Luxury (BMW 216 Automatic),jdar,Low,100%,
Chania,8,13,7,Luxury (BMW 216 Automatic),jdar,Low,102%,
Chania,14,14,14,Luxury (BMW 216 Automatic),jdar,Low,100%,
Chania,15,21,14,Luxury (BMW 216 Automatic),jdar,Low,115%,
Chania,22,29,14,Luxury (BMW 216 Automatic),jdar,Low,115%,
Chania,30, max ,14,Luxury (BMW 216 Automatic),jdar,Low,243%,
Chania,1,2,4,Luxury (BMW X1 Automatic),sfar,Low,167%,
Chania,3,3,4,Luxury (BMW X1 Automatic),sfar,Low,139%,
Chania,4,6,4,Luxury (BMW X1 Automatic),sfar,Low,100%,
Chania,7,7,7,Luxury (BMW X1 Automatic),sfar,Low,100%,
Chania,8,13,7,Luxury (BMW X1 Automatic),sfar,Low,102%,
Chania,14,14,14,Luxury (BMW X1 Automatic),sfar,Low,100%,
Chania,15,21,14,Luxury (BMW X1 Automatic),sfar,Low,115%,
Chania,22,29,14,Luxury (BMW X1 Automatic),sfar,Low,115%,
Chania,30, max ,14,Luxury (BMW X1 Automatic),sfar,Low,243%,
Chania,1,2,4,Mini Van (Fiat Doblo),fvmr,Low,131%,
Chania,3,3,4,Mini Van (Fiat Doblo),fvmr,Low,109%,
Chania,4,6,4,Mini Van (Fiat Doblo),fvmr,Low,100%,
