Location,From Day,To Day,Shop Day,Category,sipp code,Season ,Tether Off Shop Day,
Thessaloniki,7,7,7,Economy (Fiat Panda),ecmr,Low,100%,
Thessaloniki,8,13,7,Economy (Fiat Panda),ecmr,Low,102%,
Thessaloniki,14,14,14,Economy (Fiat Panda),ecmr,Low,100%,
Thessaloniki,15,21,14,Economy (Fiat Panda),ecmr,Low,150%,
Thessaloniki,22,29,14,Economy (Fiat Panda),ecmr,Low,150%,
Thessaloniki,30, max ,14,Economy (Fiat Panda),ecmr,Low,230%,
Thessaloniki,1,2,4,Economy (Suzuki Swift),edmr,Low,170%,
Thessaloniki,3,3,4,Economy (Suzuki Swift),edmr,Low,142%,
Thessaloniki,4,6,4,Economy (Suzuki Swift),edmr,Low,100%,
Thessaloniki,7,7,7,Economy (Suzuki Swift),edmr,Low,100%,
Thessaloniki,8,13,7,Economy (Suzuki Swift),edmr,Low,102%,
Thessaloniki,14,14,14,Economy (Suzuki Swift),edmr,Low,100%,
Thessaloniki,15,21,14,Economy (Suzuki Swift),edmr,Low,150%,
Thessaloniki,22,29,14,Economy (Suzuki Swift),edmr,Low,150%,
Thessaloniki,30, max ,14,Economy (Suzuki Swift),edmr,Low,229%,
Thessaloniki,1,2,4,Economy (Suzuki Swift Automatic),edar,Low,188%,
Thessaloniki,3,3,4,Economy (Suzuki Swift Automatic),edar,Low,157%,
Thessaloniki,4,6,4,Economy (Suzuki Swift Automatic),edar,Low,100%,
Thessaloniki,7,7,7,Economy (Suzuki Swift Automatic),edar,Low,100%,
Thessaloniki,8,13,7,Economy (Suzuki Swift Automatic),edar,Low,138%,
Thessaloniki,14,14,14,Economy (Suzuki Swift Automatic),edar,Low,100%,
Thessaloniki,15,21,14,Economy (Suzuki Swift Automatic),edar,Low,100%,
Thessaloniki,22,29,14,Economy (Suzuki Swift Automatic),edar,Low,100%,
Thessaloniki,30, max ,14,Economy (Suzuki Swift Automatic),edar,Low,316%,
Thessaloniki,1,2,4,Compact (Suzuki Baleno),ccmr,Low,150%,
Thessaloniki,3,3,4,Compact (Suzuki Baleno),ccmr,Low,125%,
Thessaloniki,4,6,4,Compact (Suzuki Baleno),ccmr,Low,100%,
Thessaloniki,7,7,7,Compact (Suzuki Baleno),ccmr,Low,100%,
Thessaloniki,8,13,7,Compact (Suzuki Baleno),ccmr,Low,100%,
Thessaloniki,14,14,14,Compact (Suzuki Baleno),ccmr,Low,100%,
Thessaloniki,15,21,14,Compact (Suzuki Baleno),ccmr,Low,150%,
Thessaloniki,22,29,14,Compact (Suzuki Baleno),ccmr,Low,150%,
Thessaloniki,30, max ,14,Compact (Suzuki Baleno),ccmr,Low,225%,
Thessaloniki,1,2,4,Family (Fiat Tipo),cdmr,Low,150%,
Thessaloniki,3,3,4,Family (Fiat Tipo),cdmr,Low,125%,
Thessaloniki,4,6,4,Family (Fiat Tipo),cdmr,Low,100%,
Thessaloniki,7,7,7,Family (Fiat Tipo),cdmr,Low,100%,
Thessaloniki,8,13,7,Family (Fiat Tipo),cdmr,Low,100%,
Thessaloniki,14,14,14,Family (Fiat Tipo),cdmr,Low,100%,
Thessaloniki,15,21,14,Family (Fiat Tipo),cdmr,Low,150%,
Thessaloniki,22,29,14,Family (Fiat Tipo),cdmr,Low,150%,
Thessaloniki,30, max ,14,Family (Fiat Tipo),cdmr,Low,219%,
Thessaloniki,1,2,4,Family (Fiat Tipo Automatic),cdar,Low,188%,
Thessaloniki,3,3,4,Family (Fiat Tipo Automatic),cdar,Low,157%,
Thessaloniki,4,6,4,Family (Fiat Tipo Automatic),cdar,Low,100%,
Thessaloniki,7,7,7,Family (Fiat Tipo Automatic),cdar,Low,100%,
Thessaloniki,8,13,7,Family (Fiat Tipo Automatic),cdar,Low,138%,
Thessaloniki,14,14,14,Family (Fiat Tipo Automatic),cdar,Low,100%,
Thessaloniki,15,21,14,Family (Fiat Tipo Automatic),cdar,Low,100%,
Thessaloniki,22,29,14,Family (Fiat Tipo Automatic),cdar,Low,100%,
Thessaloniki,30, max ,14,Family (Fiat Tipo Automatic),cdar,Low,316%,
Thessaloniki,1,2,4,Family (Citroen C-elysee),idmr,Low,188%,
Thessaloniki,3,3,4,Family (Citroen C-elysee),idmr,Low,157%,
Thessaloniki,4,6,4,Family (Citroen C-elysee),idmr,Low,100%,
Thessaloniki,7,7,7,Family (Citroen C-elysee),idmr,Low,100%,
Thessaloniki,8,13,7,Family (Citroen C-elysee),idmr,Low,137%,
Thessaloniki,14,14,14,Family (Citroen C-elysee),idmr,Low,100%,
Thessaloniki,15,21,14,Family (Citroen C-elysee),idmr,Low,100%,
Thessaloniki,22,29,14,Family (Citroen C-elysee),idmr,Low,100%,
Thessaloniki,30, max ,14,Family (Citroen C-elysee),idmr,Low,316%,
Thessaloniki,1,2,4,SUV (Suzuki Vitara),ifmr,Low,138%,
Thessaloniki,3,3,4,SUV (Suzuki Vitara),ifmr,Low,115%,
Thessaloniki,4,6,4,SUV (Suzuki Vitara),ifmr,Low,100%,
Thessaloniki,7,7,7,SUV (Suzuki Vitara),ifmr,Low,100%,
Thessaloniki,8,13,7,SUV (Suzuki Vitara),ifmr,Low,100%,
Thessaloniki,14,14,14,SUV (Suzuki Vitara),ifmr,Low,100%,
Thessaloniki,15,21,14,SUV (Suzuki Vitara),ifmr,Low,150%,
Thessaloniki,22,29,14,SUV (Suzuki Vitara),ifmr,Low,150%,
Thessaloniki,30, max ,14,SUV (Suzuki Vitara),ifmr,Low,159%,
Thessaloniki,1,2,4,SUV (Suzuki Vitara Automatic),ifar,Low,188%,
Thessaloniki,3,3,4,SUV (Suzuki Vitara Automatic),ifar,Low,157%,
Thessaloniki,4,6,4,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Thessaloniki,7,7,7,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Thessaloniki,8,13,7,SUV (Suzuki Vitara Automatic),ifar,Low,138%,
Thessaloniki,14,14,14,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Thessaloniki,15,21,14,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Thessaloniki,22,29,14,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Thessaloniki,30, max ,14,SUV (Suzuki Vitara Automatic),ifar,Low,316%,
Thessaloniki,1,2,4,Luxury (BMW 116),ddmr,Low,180%,
Thessaloniki,3,3,4,Luxury (BMW 116),ddmr,Low,111%,
Thessaloniki,4,6,4,Luxury (BMW 116),ddmr,Low,100%,
Thessaloniki,7,7,7,Luxury (BMW 116),ddmr,Low,100%,
Thessaloniki,8,13,7,Luxury (BMW 116),ddmr,Low,102%,
Thessaloniki,14,14,14,Luxury (BMW 116),ddmr,Low,100%,
Thessaloniki,15,21,14,Luxury (BMW 116),ddmr,Low,100%,
Thessaloniki,22,29,14,Luxury (BMW 116),ddmr,Low,100%,
Thessaloniki,30, max ,14,Luxury (BMW 116),ddmr,Low,115%,
Thessaloniki,1,2,4,Luxury (BMW 216),jdmr,Low,180%,
Thessaloniki,3,3,4,Luxury (BMW 216),jdmr,Low,111%,
Thessaloniki,4,6,4,Luxury (BMW 216),jdmr,Low,100%,
Thessaloniki,7,7,7,Luxury (BMW 216),jdmr,Low,100%,
Thessaloniki,8,13,7,Luxury (BMW 216),jdmr,Low,102%,
Thessaloniki,14,14,14,Luxury (BMW 216),jdmr,Low,100%,
Thessaloniki,15,21,14,Luxury (BMW 216),jdmr,Low,100%,
Thessaloniki,22,29,14,Luxury (BMW 216),jdmr,Low,100%,
Thessaloniki,30, max ,14,Luxury (BMW 216),jdmr,Low,216%,
Thessaloniki,1,2,4,Luxury (BMW 216 Automatic),jdar,Low,180%,
Thessaloniki,3,3,4,Luxury (BMW 216 Automatic),jdar,Low,111%,
Thessaloniki,4,6,4,Luxury (BMW 216 Automatic),jdar,Low,100%,
Thessaloniki,7,7,7,Luxury (BMW 216 Automatic),jdar,Low,100%,
Thessaloniki,8,13,7,Luxury (BMW 216 Automatic),jdar,Low,102%,
Thessaloniki,14,14,14,Luxury (BMW 216 Automatic),jdar,Low,100%,
Thessaloniki,15,21,14,Luxury (BMW 216 Automatic),jdar,Low,100%,
Thessaloniki,22,29,14,Luxury (BMW 216 Automatic),jdar,Low,100%,
Thessaloniki,30, max ,14,Luxury (BMW 216 Automatic),jdar,Low,216%,
Thessaloniki,1,2,4,Luxury (BMW X1 Automatic),sfar,Low,180%,
Thessaloniki,3,3,4,Luxury (BMW X1 Automatic),sfar,Low,111%,
Thessaloniki,4,6,4,Luxury (BMW X1 Automatic),sfar,Low,100%,
Thessaloniki,7,7,7,Luxury (BMW X1 Automatic),sfar,Low,100%,
Thessaloniki,8,13,7,Luxury (BMW X1 Automatic),sfar,Low,102%,
Thessaloniki,14,14,14,Luxury (BMW X1 Automatic),sfar,Low,100%,
Thessaloniki,15,21,14,Luxury (BMW X1 Automatic),sfar,Low,100%,
Thessaloniki,22,29,14,Luxury (BMW X1 Automatic),sfar,Low,100%,
Thessaloniki,30, max ,14,Luxury (BMW X1 Automatic),sfar,Low,216%,
Thessaloniki,1,2,4,Mini Van (Fiat Doblo),fvmr,Low,131%,
Thessaloniki,3,3,4,Mini Van (Fiat Doblo),fvmr,Low,109%,
Thessaloniki,4,6,4,Mini Van (Fiat Doblo),fvmr,Low,100%,
Thessaloniki,7,7,7,Mini Van (Fiat Doblo),fvmr,Low,100%,
Thessaloniki,8,13,7,Mini Van (Fiat Doblo),fvmr,Low,103%,
Thessaloniki,14,14,14,Mini Van (Fiat Doblo),fvmr,Low,100%,
Thessaloniki,15,21,14,Mini Van (Fiat Doblo),fvmr,Low,100%,
Thessaloniki,22,29,14,Mini Van (Fiat Doblo),fvmr,Low,100%,
Thessaloniki,30, max ,14,Mini Van (Fiat Doblo),fvmr,Low,140%,
Thessaloniki,1,2,4,Mini Van (Opel Vivaro),lvmr,Low,131%,
Thessaloniki,3,3,4,Mini Van (Opel Vivaro),lvmr,Low,109%,
Thessaloniki,4,6,4,Mini Van (Opel Vivaro),lvmr,Low,100%,
Thessaloniki,7,7,7,Mini Van (Opel Vivaro),lvmr,Low,100%,
Thessaloniki,8,13,7,Mini Van (Opel Vivaro),lvmr,Low,107%,
Thessaloniki,14,14,14,Mini Van (Opel Vivaro),lvmr,Low,100%,
Thessaloniki,15,21,14,Mini Van (Opel Vivaro),lvmr,Low,100%,
Thessaloniki,22,29,14,Mini Van (Opel Vivaro),lvmr,Low,100%,
Thessaloniki,30, max ,14,Mini Van (Opel Vivaro),lvmr,Low,131%,
Thessaloniki,1,2,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,129%,
Thessaloniki,3,3,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,107%,
Thessaloniki,4,6,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Thessaloniki,7,7,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Thessaloniki,8,13,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,93%,
Thessaloniki,14,14,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Thessaloniki,15,21,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Thessaloniki,22,29,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Thessaloniki,30, max ,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,300%,
Thessaloniki,1,2,4,Mini Van (Mercedes Vito),pvmr,Low,129%,
Thessaloniki,3,3,4,Mini Van (Mercedes Vito),pvmr,Low,107%,
Thessaloniki,4,6,4,Mini Van (Mercedes Vito),pvmr,Low,100%,
Thessaloniki,7,7,7,Mini Van (Mercedes Vito),pvmr,Low,100%,
Thessaloniki,8,13,7,Mini Van (Mercedes Vito),pvmr,Low,93%,
Thessaloniki,14,14,14,Mini Van (Mercedes Vito),pvmr,Low,100%,
Thessaloniki,15,21,14,Mini Van (Mercedes Vito),pvmr,Low,100%,
Thessaloniki,22,29,14,Mini Van (Mercedes Vito),pvmr,Low,100%,
Thessaloniki,30, max ,14,Mini Van (Mercedes Vito),pvmr,Low,300%,
Thessaloniki,1,2,4,Mini (Suzuki Celerio),mdmr,High,167%,
Thessaloniki,3,3,4,Mini (Suzuki Celerio),mdmr,High,140%,
Thessaloniki,4,6,4,Mini (Suzuki Celerio),mdmr,High,100%,
Thessaloniki,7,7,7,Mini (Suzuki Celerio),mdmr,High,100%,
Thessaloniki,8,13,7,Mini (Suzuki Celerio),mdmr,High,102%,
Thessaloniki,14,14,14,Mini (Suzuki Celerio),mdmr,High,100%,
Thessaloniki,15,21,14,Mini (Suzuki Celerio),mdmr,High,115%,
Thessaloniki,22,29,14,Mini (Suzuki Celerio),mdmr,High,115%,
Thessaloniki,30, max ,14,Mini (Suzuki Celerio),mdmr,High,243%,
Thessaloniki,1,2,4,Economy (Fiat Panda),ecmr,High,167%,
Thessaloniki,3,3,4,Economy (Fiat Panda),ecmr,High,139%,
Thessaloniki,4,6,4,Economy (Fiat Panda),ecmr,High,100%,
Thessaloniki,7,7,7,Economy (Fiat Panda),ecmr,High,100%,
Thessaloniki,8,13,7,Economy (Fiat Panda),ecmr,High,102%,
Thessaloniki,14,14,14,Economy (Fiat Panda),ecmr,High,100%,
Thessaloniki,15,21,14,Economy (Fiat Panda),ecmr,High,115%,
Thessaloniki,22,29,14,Economy (Fiat Panda),ecmr,High,115%,
Thessaloniki,30, max ,14,Economy (Fiat Panda),ecmr,High,243%,
Thessaloniki,1,2,4,Economy (Suzuki Swift),edmr,High,167%,
Thessaloniki,3,3,4,Economy (Suzuki Swift),edmr,High,139%,
Thessaloniki,4,6,4,Economy (Suzuki Swift),edmr,High,100%,
Thessaloniki,7,7,7,Economy (Suzuki Swift),edmr,High,100%,
Thessaloniki,8,13,7,Economy (Suzuki Swift),edmr,High,102%,
Thessaloniki,14,14,14,Economy (Suzuki Swift),edmr,High,100%,
Thessaloniki,15,21,14,Economy (Suzuki Swift),edmr,High,115%,
Thessaloniki,22,29,14,Economy (Suzuki Swift),edmr,High,115%,
Thessaloniki,30, max ,14,Economy (Suzuki Swift),edmr,High,243%,
Thessaloniki,1,2,4,Economy (Suzuki Swift Automatic),edar,High,167%,
Thessaloniki,3,3,4,Economy (Suzuki Swift Automatic),edar,High,139%,
Thessaloniki,4,6,4,Economy (Suzuki Swift Automatic),edar,High,100%,
Thessaloniki,7,7,7,Economy (Suzuki Swift Automatic),edar,High,100%,
Thessaloniki,8,13,7,Economy (Suzuki Swift Automatic),edar,High,102%,
Thessaloniki,14,14,14,Economy (Suzuki Swift Automatic),edar,High,100%,
Thessaloniki,15,21,14,Economy (Suzuki Swift Automatic),edar,High,115%,
Thessaloniki,22,29,14,Economy (Suzuki Swift Automatic),edar,High,115%,
Thessaloniki,30, max ,14,Economy (Suzuki Swift Automatic),edar,High,243%,
Thessaloniki,1,2,4,Compact (Suzuki Baleno),ccmr,High,167%,
Thessaloniki,3,3,4,Compact (Suzuki Baleno),ccmr,High,139%,
Thessaloniki,4,6,4,Compact (Suzuki Baleno),ccmr,High,100%,
Thessaloniki,7,7,7,Compact (Suzuki Baleno),ccmr,High,100%,
Thessaloniki,8,13,7,Compact (Suzuki Baleno),ccmr,High,102%,
Thessaloniki,14,14,14,Compact (Suzuki Baleno),ccmr,High,100%,
Thessaloniki,15,21,14,Compact (Suzuki Baleno),ccmr,High,115%,
Thessaloniki,22,29,14,Compact (Suzuki Baleno),ccmr,High,115%,
Thessaloniki,30, max ,14,Compact (Suzuki Baleno),ccmr,High,243%,
Thessaloniki,1,2,4,Family (Fiat Tipo),cdmr,High,168%,
Thessaloniki,3,3,4,Family (Fiat Tipo),cdmr,High,140%,
Thessaloniki,4,6,4,Family (Fiat Tipo),cdmr,High,100%,
Thessaloniki,7,7,7,Family (Fiat Tipo),cdmr,High,100%,
Thessaloniki,8,13,7,Family (Fiat Tipo),cdmr,High,102%,
Thessaloniki,14,14,14,Family (Fiat Tipo),cdmr,High,100%,
Thessaloniki,15,21,14,Family (Fiat Tipo),cdmr,High,115%,
Thessaloniki,22,29,14,Family (Fiat Tipo),cdmr,High,115%,
Thessaloniki,30, max ,14,Family (Fiat Tipo),cdmr,High,243%,
Thessaloniki,1,2,4,Family (Fiat Tipo Automatic),cdar,High,168%,
Thessaloniki,3,3,4,Family (Fiat Tipo Automatic),cdar,High,140%,
Thessaloniki,4,6,4,Family (Fiat Tipo Automatic),cdar,High,100%,
Thessaloniki,7,7,7,Family (Fiat Tipo Automatic),cdar,High,100%,
Thessaloniki,8,13,7,Family (Fiat Tipo Automatic),cdar,High,102%,
Thessaloniki,14,14,14,Family (Fiat Tipo Automatic),cdar,High,100%,
Thessaloniki,15,21,14,Family (Fiat Tipo Automatic),cdar,High,115%,
Thessaloniki,22,29,14,Family (Fiat Tipo Automatic),cdar,High,115%,
Thessaloniki,30, max ,14,Family (Fiat Tipo Automatic),cdar,High,243%,
Thessaloniki,1,2,4,Family (Citroen C-elysee),idmr,High,167%,
Thessaloniki,3,3,4,Family (Citroen C-elysee),idmr,High,140%,
Thessaloniki,4,6,4,Family (Citroen C-elysee),idmr,High,100%,
Thessaloniki,7,7,7,Family (Citroen C-elysee),idmr,High,100%,
Thessaloniki,8,13,7,Family (Citroen C-elysee),idmr,High,102%,
Thessaloniki,14,14,14,Family (Citroen C-elysee),idmr,High,100%,
Thessaloniki,15,21,14,Family (Citroen C-elysee),idmr,High,115%,
Thessaloniki,22,29,14,Family (Citroen C-elysee),idmr,High,115%,
Thessaloniki,30, max ,14,Family (Citroen C-elysee),idmr,High,243%,
Thessaloniki,1,2,4,SUV (Suzuki Vitara),ifmr,High,138%,
Thessaloniki,3,3,4,SUV (Suzuki Vitara),ifmr,High,115%,
Thessaloniki,4,6,4,SUV (Suzuki Vitara),ifmr,High,100%,
Thessaloniki,7,7,7,SUV (Suzuki Vitara),ifmr,High,100%,
Thessaloniki,8,13,7,SUV (Suzuki Vitara),ifmr,High,100%,
Thessaloniki,14,14,14,SUV (Suzuki Vitara),ifmr,High,100%,
Thessaloniki,15,21,14,SUV (Suzuki Vitara),ifmr,High,115%,
Thessaloniki,22,29,14,SUV (Suzuki Vitara),ifmr,High,115%,
Thessaloniki,30, max ,14,SUV (Suzuki Vitara),ifmr,High,159%,
Thessaloniki,1,2,4,SUV (Suzuki Vitara Automatic),ifar,High,188%,
Thessaloniki,3,3,4,SUV (Suzuki Vitara Automatic),ifar,High,157%,
Thessaloniki,4,6,4,SUV (Suzuki Vitara Automatic),ifar,High,100%,
Thessaloniki,7,7,7,SUV (Suzuki Vitara Automatic),ifar,High,100%,
Thessaloniki,8,13,7,SUV (Suzuki Vitara Automatic),ifar,High,138%,
Thessaloniki,14,14,14,SUV (Suzuki Vitara Automatic),ifar,High,100%,
Thessaloniki,15,21,14,SUV (Suzuki Vitara Automatic),ifar,High,115%,
Thessaloniki,22,29,14,SUV (Suzuki Vitara Automatic),ifar,High,115%,
Thessaloniki,30, max ,14,SUV (Suzuki Vitara Automatic),ifar,High,316%,
Thessaloniki,1,2,4,Luxury (BMW 116),ddmr,High,167%,
Thessaloniki,3,3,4,Luxury (BMW 116),ddmr,High,140%,
Thessaloniki,4,6,4,Luxury (BMW 116),ddmr,High,100%,
Thessaloniki,7,7,7,Luxury (BMW 116),ddmr,High,100%,
Thessaloniki,8,13,7,Luxury (BMW 116),ddmr,High,102%,
Thessaloniki,14,14,14,Luxury (BMW 116),ddmr,High,100%,
Thessaloniki,15,21,14,Luxury (BMW 116),ddmr,High,115%,
Thessaloniki,22,29,14,Luxury (BMW 116),ddmr,High,115%,
Thessaloniki,30, max ,14,Luxury (BMW 116),ddmr,High,243%,
Thessaloniki,1,2,4,Luxury (BMW 216),jdmr,High,167%,
Thessaloniki,3,3,4,Luxury (BMW 216),jdmr,High,140%,
Thessaloniki,4,6,4,Luxury (BMW 216),jdmr,High,100%,
Thessaloniki,7,7,7,Luxury (BMW 216),jdmr,High,100%,
Thessaloniki,8,13,7,Luxury (BMW 216),jdmr,High,102%,
Thessaloniki,14,14,14,Luxury (BMW 216),jdmr,High,100%,
Thessaloniki,15,21,14,Luxury (BMW 216),jdmr,High,115%,
Thessaloniki,22,29,14,Luxury (BMW 216),jdmr,High,115%,
Thessaloniki,30, max ,14,Luxury (BMW 216),jdmr,High,243%,
Thessaloniki,1,2,4,Luxury (BMW 216 Automatic),jdar,High,167%,
Thessaloniki,3,3,4,Luxury (BMW 216 Automatic),jdar,High,140%,
Thessaloniki,4,6,4,Luxury (BMW 216 Automatic),jdar,High,100%,
Thessaloniki,7,7,7,Luxury (BMW 216 Automatic),jdar,High,100%,
Thessaloniki,8,13,7,Luxury (BMW 216 Automatic),jdar,High,102%,
Thessaloniki,14,14,14,Luxury (BMW 216 Automatic),jdar,High,100%,
Thessaloniki,15,21,14,Luxury (BMW 216 Automatic),jdar,High,115%,
Thessaloniki,22,29,14,Luxury (BMW 216 Automatic),jdar,High,115%,
Thessaloniki,30, max ,14,Luxury (BMW 216 Automatic),jdar,High,243%,
Thessaloniki,1,2,4,Luxury (BMW X1 Automatic),sfar,High,167%,
Thessaloniki,3,3,4,Luxury (BMW X1 Automatic),sfar,High,140%,
Thessaloniki,4,6,4,Luxury (BMW X1 Automatic),sfar,High,100%,
Thessaloniki,7,7,7,Luxury (BMW X1 Automatic),sfar,High,100%,
Thessaloniki,8,13,7,Luxury (BMW X1 Automatic),sfar,High,102%,
Thessaloniki,14,14,14,Luxury (BMW X1 Automatic),sfar,High,100%,
Thessaloniki,15,21,14,Luxury (BMW X1 Automatic),sfar,High,115%,
Thessaloniki,22,29,14,Luxury (BMW X1 Automatic),sfar,High,115%,
Thessaloniki,30, max ,14,Luxury (BMW X1 Automatic),sfar,High,243%,
Thessaloniki,1,2,4,Mini Van (Fiat Doblo),fvmr,High,131%,
Thessaloniki,3,3,4,Mini Van (Fiat Doblo),fvmr,High,109%,
Thessaloniki,4,6,4,Mini Van (Fiat Doblo),fvmr,High,100%,
Thessaloniki,7,7,7,Mini Van (Fiat Doblo),fvmr,High,100%,
Thessaloniki,8,13,7,Mini Van (Fiat Doblo),fvmr,High,103%,
Thessaloniki,14,14,14,Mini Van (Fiat Doblo),fvmr,High,100%,
Thessaloniki,15,21,14,Mini Van (Fiat Doblo),fvmr,High,115%,
Thessaloniki,22,29,14,Mini Van (Fiat Doblo),fvmr,High,115%,
Thessaloniki,30, max ,14,Mini Van (Fiat Doblo),fvmr,High,141%,
Thessaloniki,1,2,4,Mini Van (Opel Vivaro),lvmr,High,131%,
Thessaloniki,3,3,4,Mini Van (Opel Vivaro),lvmr,High,109%,
Thessaloniki,4,6,4,Mini Van (Opel Vivaro),lvmr,High,100%,
Thessaloniki,7,7,7,Mini Van (Opel Vivaro),lvmr,High,100%,
Thessaloniki,8,13,7,Mini Van (Opel Vivaro),lvmr,High,107%,
Thessaloniki,14,14,14,Mini Van (Opel Vivaro),lvmr,High,100%,
Thessaloniki,15,21,14,Mini Van (Opel Vivaro),lvmr,High,115%,
Thessaloniki,22,29,14,Mini Van (Opel Vivaro),lvmr,High,115%,
Thessaloniki,30, max ,14,Mini Van (Opel Vivaro),lvmr,High,131%,
Thessaloniki,1,2,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,129%,
Thessaloniki,3,3,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,107%,
Thessaloniki,4,6,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,100%,
Thessaloniki,7,7,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,100%,
Thessaloniki,8,13,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,93%,
Thessaloniki,14,14,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,100%,
Thessaloniki,15,21,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,115%,
Thessaloniki,22,29,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,115%,
Thessaloniki,30, max ,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,300%,
Thessaloniki,1,2,4,Mini Van (Mercedes Vito),pvmr,High,131%,
Thessaloniki,3,3,4,Mini Van (Mercedes Vito),pvmr,High,109%,
Thessaloniki,4,6,4,Mini Van (Mercedes Vito),pvmr,High,100%,
Thessaloniki,7,7,7,Mini Van (Mercedes Vito),pvmr,High,100%,
Thessaloniki,8,13,7,Mini Van (Mercedes Vito),pvmr,High,107%,
Thessaloniki,14,14,14,Mini Van (Mercedes Vito),pvmr,High,100%,
Thessaloniki,15,21,14,Mini Van (Mercedes Vito),pvmr,High,115%,
Thessaloniki,22,29,14,Mini Van (Mercedes Vito),pvmr,High,115%,
Thessaloniki,30, max ,14,Mini Van (Mercedes Vito),pvmr,High,131%,
Thessaloniki,1,2,4,Mini (Suzuki Celerio),mdmr,Shoulder,167%,
Thessaloniki,3,3,4,Mini (Suzuki Celerio),mdmr,Shoulder,139%,
Thessaloniki,4,6,4,Mini (Suzuki Celerio),mdmr,Shoulder,100%,
Thessaloniki,7,7,7,Mini (Suzuki Celerio),mdmr,Shoulder,100%,
Thessaloniki,8,13,7,Mini (Suzuki Celerio),mdmr,Shoulder,102%,
Thessaloniki,14,14,14,Mini (Suzuki Celerio),mdmr,Shoulder,100%,
Thessaloniki,15,21,14,Mini (Suzuki Celerio),mdmr,Shoulder,115%,
Thessaloniki,22,29,14,Mini (Suzuki Celerio),mdmr,Shoulder,115%,
Thessaloniki,30, max ,14,Mini (Suzuki Celerio),mdmr,Shoulder,243%,
Thessaloniki,1,2,4,Economy (Fiat Panda),ecmr,Shoulder,167%,
Thessaloniki,3,3,4,Economy (Fiat Panda),ecmr,Shoulder,139%,
Thessaloniki,4,6,4,Economy (Fiat Panda),ecmr,Shoulder,100%,
Thessaloniki,7,7,7,Economy (Fiat Panda),ecmr,Shoulder,100%,
Thessaloniki,8,13,7,Economy (Fiat Panda),ecmr,Shoulder,102%,
Thessaloniki,14,14,14,Economy (Fiat Panda),ecmr,Shoulder,100%,
Thessaloniki,15,21,14,Economy (Fiat Panda),ecmr,Shoulder,115%,
Thessaloniki,22,29,14,Economy (Fiat Panda),ecmr,Shoulder,115%,
Thessaloniki,30, max ,14,Economy (Fiat Panda),ecmr,Shoulder,243%,
Thessaloniki,1,2,4,Economy (Suzuki Swift),edmr,Shoulder,167%,
Thessaloniki,3,3,4,Economy (Suzuki Swift),edmr,Shoulder,139%,
Thessaloniki,4,6,4,Economy (Suzuki Swift),edmr,Shoulder,100%,
Thessaloniki,7,7,7,Economy (Suzuki Swift),edmr,Shoulder,100%,
Thessaloniki,8,13,7,Economy (Suzuki Swift),edmr,Shoulder,102%,
Thessaloniki,14,14,14,Economy (Suzuki Swift),edmr,Shoulder,100%,
Thessaloniki,15,21,14,Economy (Suzuki Swift),edmr,Shoulder,115%,
Thessaloniki,22,29,14,Economy (Suzuki Swift),edmr,Shoulder,115%,
Thessaloniki,30, max ,14,Economy (Suzuki Swift),edmr,Shoulder,243%,
Thessaloniki,1,2,4,Economy (Suzuki Swift Automatic),edar,Shoulder,167%,
Thessaloniki,3,3,4,Economy (Suzuki Swift Automatic),edar,Shoulder,139%,
Thessaloniki,4,6,4,Economy (Suzuki Swift Automatic),edar,Shoulder,100%,
Thessaloniki,7,7,7,Economy (Suzuki Swift Automatic),edar,Shoulder,100%,
Thessaloniki,8,13,7,Economy (Suzuki Swift Automatic),edar,Shoulder,102%,
Thessaloniki,14,14,14,Economy (Suzuki Swift Automatic),edar,Shoulder,100%,
Thessaloniki,15,21,14,Economy (Suzuki Swift Automatic),edar,Shoulder,115%,
