car_class,price_change,from_day,to_day,pick_up_month
A-Mini Manual-MDMR (Citroen C1),0,13,13,June
B-Economy Manual-ECMR (Mazda2),0,13,13,June
C-Compact Manual-CDMR (Nissan Tiida),0,13,13,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,13,13,June
H-Economy Automatic-EDAR (Nissan Micra),0,13,13,June
F-Compact Automatic-CDAR (Nissan Tiida),0,13,13,June
A-Mini Manual-MDMR (Citroen C1),0,13,13,July
B-Economy Manual-ECMR (Mazda2),0,13,13,July
C-Compact Manual-CDMR (Nissan Tiida),0,13,13,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,13,13,July
H-Economy Automatic-EDAR (Nissan Micra),0,13,13,July
F-Compact Automatic-CDAR (Nissan Tiida),0,13,13,July
A-Mini Manual-MDMR (Citroen C1),0,13,13,August
B-Economy Manual-ECMR (Mazda2),0,13,13,August
C-Compact Manual-CDMR (Nissan Tiida),0,13,13,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,13,13,August
H-Economy Automatic-EDAR (Nissan Micra),0,13,13,August
F-Compact Automatic-CDAR (Nissan Tiida),0,13,13,August
A-Mini Manual-MDMR (Citroen C1),0,13,13,September
B-Economy Manual-ECMR (Mazda2),0,13,13,September
C-Compact Manual-CDMR (Nissan Tiida),0,13,13,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,13,13,September
H-Economy Automatic-EDAR (Nissan Micra),0,13,13,September
F-Compact Automatic-CDAR (Nissan Tiida),0,13,13,September
A-Mini Manual-MDMR (Citroen C1),0,13,13,October
B-Economy Manual-ECMR (Mazda2),0,13,13,October
C-Compact Manual-CDMR (Nissan Tiida),0,13,13,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,13,13,October
H-Economy Automatic-EDAR (Nissan Micra),0,13,13,October
F-Compact Automatic-CDAR (Nissan Tiida),0,13,13,October
A-Mini Manual-MDMR (Citroen C1),0,13,13,November
B-Economy Manual-ECMR (Mazda2),0,13,13,November
C-Compact Manual-CDMR (Nissan Tiida),0,13,13,November
N-MINI+Automatic-MDAR (Chevrolet Spark),0,13,13,November
H-Economy Automatic-EDAR (Nissan Micra),0,13,13,November
F-Compact Automatic-CDAR (Nissan Tiida),0,13,13,November
A-Mini Manual-MDMR (Citroen C1),0,13,13,December
B-Economy Manual-ECMR (Mazda2),0,13,13,December
C-Compact Manual-CDMR (Nissan Tiida),0,13,13,December
N-MINI+Automatic-MDAR (Chevrolet Spark),0,13,13,December
H-Economy Automatic-EDAR (Nissan Micra),0,13,13,December
F-Compact Automatic-CDAR (Nissan Tiida),0,13,13,December
A-Mini Manual-MDMR (Citroen C1),0,14,14,January
B-Economy Manual-ECMR (Mazda2),0,14,14,January
C-Compact Manual-CDMR (Nissan Tiida),0,14,14,January
N-MINI+Automatic-MDAR (Chevrolet Spark),0,14,14,January
H-Economy Automatic-EDAR (Nissan Micra),0,14,14,January
F-Compact Automatic-CDAR (Nissan Tiida),0,14,14,January
A-Mini Manual-MDMR (Citroen C1),0,14,14,February
B-Economy Manual-ECMR (Mazda2),0,14,14,February
C-Compact Manual-CDMR (Nissan Tiida),0,14,14,February
N-MINI+Automatic-MDAR (Chevrolet Spark),0,14,14,February
H-Economy Automatic-EDAR (Nissan Micra),0,14,14,February
F-Compact Automatic-CDAR (Nissan Tiida),0,14,14,February
A-Mini Manual-MDMR (Citroen C1),0,14,14,March
B-Economy Manual-ECMR (Mazda2),0,14,14,March
C-Compact Manual-CDMR (Nissan Tiida),0,14,14,March
N-MINI+Automatic-MDAR (Chevrolet Spark),0,14,14,March
H-Economy Automatic-EDAR (Nissan Micra),0,14,14,March
F-Compact Automatic-CDAR (Nissan Tiida),0,14,14,March
A-Mini Manual-MDMR (Citroen C1),0,14,14,April
B-Economy Manual-ECMR (Mazda2),0,14,14,April
C-Compact Manual-CDMR (Nissan Tiida),0,14,14,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,14,14,April
H-Economy Automatic-EDAR (Nissan Micra),0,14,14,April
F-Compact Automatic-CDAR (Nissan Tiida),0,14,14,April
A-Mini Manual-MDMR (Citroen C1),0,14,14,May
B-Economy Manual-ECMR (Mazda2),0,14,14,May
C-Compact Manual-CDMR (Nissan Tiida),0,14,14,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,14,14,May
H-Economy Automatic-EDAR (Nissan Micra),0,14,14,May
F-Compact Automatic-CDAR (Nissan Tiida),0,14,14,May
A-Mini Manual-MDMR (Citroen C1),0,14,14,June
B-Economy Manual-ECMR (Mazda2),0,14,14,June
C-Compact Manual-CDMR (Nissan Tiida),0,14,14,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,14,14,June
H-Economy Automatic-EDAR (Nissan Micra),0,14,14,June
F-Compact Automatic-CDAR (Nissan Tiida),0,14,14,June
A-Mini Manual-MDMR (Citroen C1),0,14,14,July
B-Economy Manual-ECMR (Mazda2),0,14,14,July
C-Compact Manual-CDMR (Nissan Tiida),0,14,14,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,14,14,July
H-Economy Automatic-EDAR (Nissan Micra),0,14,14,July
F-Compact Automatic-CDAR (Nissan Tiida),0,14,14,July
A-Mini Manual-MDMR (Citroen C1),0,14,14,August
B-Economy Manual-ECMR (Mazda2),0,14,14,August
C-Compact Manual-CDMR (Nissan Tiida),0,14,14,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,14,14,August
H-Economy Automatic-EDAR (Nissan Micra),0,14,14,August
F-Compact Automatic-CDAR (Nissan Tiida),0,14,14,August
A-Mini Manual-MDMR (Citroen C1),0,14,14,September
B-Economy Manual-ECMR (Mazda2),0,14,14,September
C-Compact Manual-CDMR (Nissan Tiida),0,14,14,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,14,14,September
H-Economy Automatic-EDAR (Nissan Micra),0,14,14,September
F-Compact Automatic-CDAR (Nissan Tiida),0,14,14,September
A-Mini Manual-MDMR (Citroen C1),0,14,14,October
B-Economy Manual-ECMR (Mazda2),0,14,14,October
C-Compact Manual-CDMR (Nissan Tiida),0,14,14,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,14,14,October
H-Economy Automatic-EDAR (Nissan Micra),0,14,14,October
F-Compact Automatic-CDAR (Nissan Tiida),0,14,14,October
A-Mini Manual-MDMR (Citroen C1),0,14,14,November
B-Economy Manual-ECMR (Mazda2),0,14,14,November
C-Compact Manual-CDMR (Nissan Tiida),0,14,14,November
N-MINI+Automatic-MDAR (Chevrolet Spark),0,14,14,November
H-Economy Automatic-EDAR (Nissan Micra),0,14,14,November
F-Compact Automatic-CDAR (Nissan Tiida),0,14,14,November
A-Mini Manual-MDMR (Citroen C1),0,14,14,December
B-Economy Manual-ECMR (Mazda2),0,14,14,December
C-Compact Manual-CDMR (Nissan Tiida),0,14,14,December
N-MINI+Automatic-MDAR (Chevrolet Spark),0,14,14,December
H-Economy Automatic-EDAR (Nissan Micra),0,14,14,December
F-Compact Automatic-CDAR (Nissan Tiida),0,14,14,December
A-Mini Manual-MDMR (Citroen C1),-1,15,15,January
B-Economy Manual-ECMR (Mazda2),-1,15,15,January
C-Compact Manual-CDMR (Nissan Tiida),-1,15,15,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-1,15,15,January
H-Economy Automatic-EDAR (Nissan Micra),-1,15,15,January
F-Compact Automatic-CDAR (Nissan Tiida),-1,15,15,January
A-Mini Manual-MDMR (Citroen C1),-1,15,15,February
B-Economy Manual-ECMR (Mazda2),-1,15,15,February
C-Compact Manual-CDMR (Nissan Tiida),-1,15,15,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-1,15,15,February
H-Economy Automatic-EDAR (Nissan Micra),-1,15,15,February
F-Compact Automatic-CDAR (Nissan Tiida),-1,15,15,February
A-Mini Manual-MDMR (Citroen C1),-1,15,15,March
B-Economy Manual-ECMR (Mazda2),-1,15,15,March
C-Compact Manual-CDMR (Nissan Tiida),-1,15,15,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-1,15,15,March
H-Economy Automatic-EDAR (Nissan Micra),-1,15,15,March
F-Compact Automatic-CDAR (Nissan Tiida),-1,15,15,March
A-Mini Manual-MDMR (Citroen C1),0,15,15,April
B-Economy Manual-ECMR (Mazda2),0,15,15,April
C-Compact Manual-CDMR (Nissan Tiida),0,15,15,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,15,15,April
H-Economy Automatic-EDAR (Nissan Micra),0,15,15,April
F-Compact Automatic-CDAR (Nissan Tiida),0,15,15,April
A-Mini Manual-MDMR (Citroen C1),0,15,15,May
B-Economy Manual-ECMR (Mazda2),0,15,15,May
C-Compact Manual-CDMR (Nissan Tiida),0,15,15,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,15,15,May
H-Economy Automatic-EDAR (Nissan Micra),0,15,15,May
F-Compact Automatic-CDAR (Nissan Tiida),0,15,15,May
A-Mini Manual-MDMR (Citroen C1),0,15,15,June
B-Economy Manual-ECMR (Mazda2),0,15,15,June
C-Compact Manual-CDMR (Nissan Tiida),0,15,15,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,15,15,June
H-Economy Automatic-EDAR (Nissan Micra),0,15,15,June
F-Compact Automatic-CDAR (Nissan Tiida),0,15,15,June
A-Mini Manual-MDMR (Citroen C1),0,15,15,July
B-Economy Manual-ECMR (Mazda2),0,15,15,July
C-Compact Manual-CDMR (Nissan Tiida),0,15,15,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,15,15,July
H-Economy Automatic-EDAR (Nissan Micra),0,15,15,July
F-Compact Automatic-CDAR (Nissan Tiida),0,15,15,July
A-Mini Manual-MDMR (Citroen C1),0,15,15,August
B-Economy Manual-ECMR (Mazda2),0,15,15,August
C-Compact Manual-CDMR (Nissan Tiida),0,15,15,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,15,15,August
H-Economy Automatic-EDAR (Nissan Micra),0,15,15,August
F-Compact Automatic-CDAR (Nissan Tiida),0,15,15,August
A-Mini Manual-MDMR (Citroen C1),0,15,15,September
B-Economy Manual-ECMR (Mazda2),0,15,15,September
C-Compact Manual-CDMR (Nissan Tiida),0,15,15,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,15,15,September
H-Economy Automatic-EDAR (Nissan Micra),0,15,15,September
F-Compact Automatic-CDAR (Nissan Tiida),0,15,15,September
A-Mini Manual-MDMR (Citroen C1),0,15,15,October
B-Economy Manual-ECMR (Mazda2),0,15,15,October
C-Compact Manual-CDMR (Nissan Tiida),0,15,15,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,15,15,October
H-Economy Automatic-EDAR (Nissan Micra),0,15,15,October
F-Compact Automatic-CDAR (Nissan Tiida),0,15,15,October
A-Mini Manual-MDMR (Citroen C1),-1,15,15,November
B-Economy Manual-ECMR (Mazda2),-1,15,15,November
C-Compact Manual-CDMR (Nissan Tiida),-1,15,15,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-1,15,15,November
H-Economy Automatic-EDAR (Nissan Micra),-1,15,15,November
F-Compact Automatic-CDAR (Nissan Tiida),-1,15,15,November
A-Mini Manual-MDMR (Citroen C1),-1,15,15,December
B-Economy Manual-ECMR (Mazda2),-1,15,15,December
C-Compact Manual-CDMR (Nissan Tiida),-1,15,15,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-1,15,15,December
H-Economy Automatic-EDAR (Nissan Micra),-1,15,15,December
F-Compact Automatic-CDAR (Nissan Tiida),-1,15,15,December
A-Mini Manual-MDMR (Citroen C1),-2,16,16,January
B-Economy Manual-ECMR (Mazda2),-2,16,16,January
C-Compact Manual-CDMR (Nissan Tiida),-2,16,16,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-2,16,16,January
H-Economy Automatic-EDAR (Nissan Micra),-2,16,16,January
F-Compact Automatic-CDAR (Nissan Tiida),-2,16,16,January
A-Mini Manual-MDMR (Citroen C1),-2,16,16,February
B-Economy Manual-ECMR (Mazda2),-2,16,16,February
C-Compact Manual-CDMR (Nissan Tiida),-2,16,16,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-2,16,16,February
H-Economy Automatic-EDAR (Nissan Micra),-2,16,16,February
F-Compact Automatic-CDAR (Nissan Tiida),-2,16,16,February
A-Mini Manual-MDMR (Citroen C1),-2,16,16,March
B-Economy Manual-ECMR (Mazda2),-2,16,16,March
C-Compact Manual-CDMR (Nissan Tiida),-2,16,16,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-2,16,16,March
H-Economy Automatic-EDAR (Nissan Micra),-2,16,16,March
F-Compact Automatic-CDAR (Nissan Tiida),-2,16,16,March
A-Mini Manual-MDMR (Citroen C1),0,16,16,April
B-Economy Manual-ECMR (Mazda2),0,16,16,April
C-Compact Manual-CDMR (Nissan Tiida),0,16,16,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,16,16,April
H-Economy Automatic-EDAR (Nissan Micra),0,16,16,April
F-Compact Automatic-CDAR (Nissan Tiida),0,16,16,April
A-Mini Manual-MDMR (Citroen C1),0,16,16,May
B-Economy Manual-ECMR (Mazda2),0,16,16,May
C-Compact Manual-CDMR (Nissan Tiida),0,16,16,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,16,16,May
H-Economy Automatic-EDAR (Nissan Micra),0,16,16,May
F-Compact Automatic-CDAR (Nissan Tiida),0,16,16,May
A-Mini Manual-MDMR (Citroen C1),0,16,16,June
B-Economy Manual-ECMR (Mazda2),0,16,16,June
C-Compact Manual-CDMR (Nissan Tiida),0,16,16,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,16,16,June
H-Economy Automatic-EDAR (Nissan Micra),0,16,16,June
F-Compact Automatic-CDAR (Nissan Tiida),0,16,16,June
A-Mini Manual-MDMR (Citroen C1),0,16,16,July
B-Economy Manual-ECMR (Mazda2),0,16,16,July
C-Compact Manual-CDMR (Nissan Tiida),0,16,16,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,16,16,July
H-Economy Automatic-EDAR (Nissan Micra),0,16,16,July
F-Compact Automatic-CDAR (Nissan Tiida),0,16,16,July
A-Mini Manual-MDMR (Citroen C1),0,16,16,August
B-Economy Manual-ECMR (Mazda2),0,16,16,August
C-Compact Manual-CDMR (Nissan Tiida),0,16,16,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,16,16,August
H-Economy Automatic-EDAR (Nissan Micra),0,16,16,August
F-Compact Automatic-CDAR (Nissan Tiida),0,16,16,August
A-Mini Manual-MDMR (Citroen C1),0,16,16,September
B-Economy Manual-ECMR (Mazda2),0,16,16,September
C-Compact Manual-CDMR (Nissan Tiida),0,16,16,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,16,16,September
H-Economy Automatic-EDAR (Nissan Micra),0,16,16,September
F-Compact Automatic-CDAR (Nissan Tiida),0,16,16,September
A-Mini Manual-MDMR (Citroen C1),0,16,16,October
B-Economy Manual-ECMR (Mazda2),0,16,16,October
C-Compact Manual-CDMR (Nissan Tiida),0,16,16,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,16,16,October
H-Economy Automatic-EDAR (Nissan Micra),0,16,16,October
F-Compact Automatic-CDAR (Nissan Tiida),0,16,16,October
A-Mini Manual-MDMR (Citroen C1),-2,16,16,November
B-Economy Manual-ECMR (Mazda2),-2,16,16,November
C-Compact Manual-CDMR (Nissan Tiida),-2,16,16,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-2,16,16,November
H-Economy Automatic-EDAR (Nissan Micra),-2,16,16,November
F-Compact Automatic-CDAR (Nissan Tiida),-2,16,16,November
A-Mini Manual-MDMR (Citroen C1),-2,16,16,December
B-Economy Manual-ECMR (Mazda2),-2,16,16,December
C-Compact Manual-CDMR (Nissan Tiida),-2,16,16,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-2,16,16,December
H-Economy Automatic-EDAR (Nissan Micra),-2,16,16,December
F-Compact Automatic-CDAR (Nissan Tiida),-2,16,16,December
A-Mini Manual-MDMR (Citroen C1),-3,17,17,January
B-Economy Manual-ECMR (Mazda2),-3,17,17,January
C-Compact Manual-CDMR (Nissan Tiida),-3,17,17,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-3,17,17,January
H-Economy Automatic-EDAR (Nissan Micra),-3,17,17,January
F-Compact Automatic-CDAR (Nissan Tiida),-3,17,17,January
A-Mini Manual-MDMR (Citroen C1),-3,17,17,February
B-Economy Manual-ECMR (Mazda2),-3,17,17,February
C-Compact Manual-CDMR (Nissan Tiida),-3,17,17,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-3,17,17,February
H-Economy Automatic-EDAR (Nissan Micra),-3,17,17,February
F-Compact Automatic-CDAR (Nissan Tiida),-3,17,17,February
A-Mini Manual-MDMR (Citroen C1),-3,17,17,March
B-Economy Manual-ECMR (Mazda2),-3,17,17,March
C-Compact Manual-CDMR (Nissan Tiida),-3,17,17,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-3,17,17,March
H-Economy Automatic-EDAR (Nissan Micra),-3,17,17,March
F-Compact Automatic-CDAR (Nissan Tiida),-3,17,17,March
A-Mini Manual-MDMR (Citroen C1),0,17,17,April
B-Economy Manual-ECMR (Mazda2),0,17,17,April
C-Compact Manual-CDMR (Nissan Tiida),0,17,17,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,17,17,April
H-Economy Automatic-EDAR (Nissan Micra),0,17,17,April
F-Compact Automatic-CDAR (Nissan Tiida),0,17,17,April
A-Mini Manual-MDMR (Citroen C1),0,17,17,May
B-Economy Manual-ECMR (Mazda2),0,17,17,May
C-Compact Manual-CDMR (Nissan Tiida),0,17,17,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,17,17,May
H-Economy Automatic-EDAR (Nissan Micra),0,17,17,May
F-Compact Automatic-CDAR (Nissan Tiida),0,17,17,May
A-Mini Manual-MDMR (Citroen C1),0,17,17,June
B-Economy Manual-ECMR (Mazda2),0,17,17,June
C-Compact Manual-CDMR (Nissan Tiida),0,17,17,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,17,17,June
H-Economy Automatic-EDAR (Nissan Micra),0,17,17,June
F-Compact Automatic-CDAR (Nissan Tiida),0,17,17,June
A-Mini Manual-MDMR (Citroen C1),0,17,17,July
B-Economy Manual-ECMR (Mazda2),0,17,17,July
C-Compact Manual-CDMR (Nissan Tiida),0,17,17,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,17,17,July
H-Economy Automatic-EDAR (Nissan Micra),0,17,17,July
F-Compact Automatic-CDAR (Nissan Tiida),0,17,17,July
A-Mini Manual-MDMR (Citroen C1),0,17,17,August
B-Economy Manual-ECMR (Mazda2),0,17,17,August
C-Compact Manual-CDMR (Nissan Tiida),0,17,17,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,17,17,August
H-Economy Automatic-EDAR (Nissan Micra),0,17,17,August
F-Compact Automatic-CDAR (Nissan Tiida),0,17,17,August
A-Mini Manual-MDMR (Citroen C1),0,17,17,September
B-Economy Manual-ECMR (Mazda2),0,17,17,September
C-Compact Manual-CDMR (Nissan Tiida),0,17,17,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,17,17,September
H-Economy Automatic-EDAR (Nissan Micra),0,17,17,September
F-Compact Automatic-CDAR (Nissan Tiida),0,17,17,September
A-Mini Manual-MDMR (Citroen C1),0,17,17,October
B-Economy Manual-ECMR (Mazda2),0,17,17,October
C-Compact Manual-CDMR (Nissan Tiida),0,17,17,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,17,17,October
H-Economy Automatic-EDAR (Nissan Micra),0,17,17,October
F-Compact Automatic-CDAR (Nissan Tiida),0,17,17,October
A-Mini Manual-MDMR (Citroen C1),-3,17,17,November
B-Economy Manual-ECMR (Mazda2),-3,17,17,November
C-Compact Manual-CDMR (Nissan Tiida),-3,17,17,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-3,17,17,November
H-Economy Automatic-EDAR (Nissan Micra),-3,17,17,November
F-Compact Automatic-CDAR (Nissan Tiida),-3,17,17,November
A-Mini Manual-MDMR (Citroen C1),-3,17,17,December
B-Economy Manual-ECMR (Mazda2),-3,17,17,December
C-Compact Manual-CDMR (Nissan Tiida),-3,17,17,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-3,17,17,December
H-Economy Automatic-EDAR (Nissan Micra),-3,17,17,December
F-Compact Automatic-CDAR (Nissan Tiida),-3,17,17,December
A-Mini Manual-MDMR (Citroen C1),-4,18,18,January
B-Economy Manual-ECMR (Mazda2),-4,18,18,January
C-Compact Manual-CDMR (Nissan Tiida),-4,18,18,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-4,18,18,January
H-Economy Automatic-EDAR (Nissan Micra),-4,18,18,January
F-Compact Automatic-CDAR (Nissan Tiida),-4,18,18,January
A-Mini Manual-MDMR (Citroen C1),-4,18,18,February
B-Economy Manual-ECMR (Mazda2),-4,18,18,February
C-Compact Manual-CDMR (Nissan Tiida),-4,18,18,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-4,18,18,February
H-Economy Automatic-EDAR (Nissan Micra),-4,18,18,February
F-Compact Automatic-CDAR (Nissan Tiida),-4,18,18,February
A-Mini Manual-MDMR (Citroen C1),-4,18,18,March
B-Economy Manual-ECMR (Mazda2),-4,18,18,March
C-Compact Manual-CDMR (Nissan Tiida),-4,18,18,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-4,18,18,March
H-Economy Automatic-EDAR (Nissan Micra),-4,18,18,March
F-Compact Automatic-CDAR (Nissan Tiida),-4,18,18,March
A-Mini Manual-MDMR (Citroen C1),0,18,18,April
B-Economy Manual-ECMR (Mazda2),0,18,18,April
C-Compact Manual-CDMR (Nissan Tiida),0,18,18,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,18,18,April
H-Economy Automatic-EDAR (Nissan Micra),0,18,18,April
F-Compact Automatic-CDAR (Nissan Tiida),0,18,18,April
A-Mini Manual-MDMR (Citroen C1),0,18,18,May
B-Economy Manual-ECMR (Mazda2),0,18,18,May
C-Compact Manual-CDMR (Nissan Tiida),0,18,18,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,18,18,May
H-Economy Automatic-EDAR (Nissan Micra),0,18,18,May
F-Compact Automatic-CDAR (Nissan Tiida),0,18,18,May
A-Mini Manual-MDMR (Citroen C1),0,18,18,June
B-Economy Manual-ECMR (Mazda2),0,18,18,June
C-Compact Manual-CDMR (Nissan Tiida),0,18,18,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,18,18,June
H-Economy Automatic-EDAR (Nissan Micra),0,18,18,June
F-Compact Automatic-CDAR (Nissan Tiida),0,18,18,June
A-Mini Manual-MDMR (Citroen C1),0,18,18,July
B-Economy Manual-ECMR (Mazda2),0,18,18,July
C-Compact Manual-CDMR (Nissan Tiida),0,18,18,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,18,18,July
H-Economy Automatic-EDAR (Nissan Micra),0,18,18,July
F-Compact Automatic-CDAR (Nissan Tiida),0,18,18,July
A-Mini Manual-MDMR (Citroen C1),0,18,18,August
B-Economy Manual-ECMR (Mazda2),0,18,18,August
C-Compact Manual-CDMR (Nissan Tiida),0,18,18,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,18,18,August
H-Economy Automatic-EDAR (Nissan Micra),0,18,18,August
F-Compact Automatic-CDAR (Nissan Tiida),0,18,18,August
A-Mini Manual-MDMR (Citroen C1),0,18,18,September
B-Economy Manual-ECMR (Mazda2),0,18,18,September
C-Compact Manual-CDMR (Nissan Tiida),0,18,18,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,18,18,September
H-Economy Automatic-EDAR (Nissan Micra),0,18,18,September
F-Compact Automatic-CDAR (Nissan Tiida),0,18,18,September
A-Mini Manual-MDMR (Citroen C1),0,18,18,October
B-Economy Manual-ECMR (Mazda2),0,18,18,October
C-Compact Manual-CDMR (Nissan Tiida),0,18,18,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,18,18,October
H-Economy Automatic-EDAR (Nissan Micra),0,18,18,October
F-Compact Automatic-CDAR (Nissan Tiida),0,18,18,October
A-Mini Manual-MDMR (Citroen C1),-4,18,18,November
B-Economy Manual-ECMR (Mazda2),-4,18,18,November
C-Compact Manual-CDMR (Nissan Tiida),-4,18,18,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-4,18,18,November
H-Economy Automatic-EDAR (Nissan Micra),-4,18,18,November
F-Compact Automatic-CDAR (Nissan Tiida),-4,18,18,November
A-Mini Manual-MDMR (Citroen C1),-4,18,18,December
B-Economy Manual-ECMR (Mazda2),-4,18,18,December
C-Compact Manual-CDMR (Nissan Tiida),-4,18,18,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-4,18,18,December
H-Economy Automatic-EDAR (Nissan Micra),-4,18,18,December
F-Compact Automatic-CDAR (Nissan Tiida),-4,18,18,December
A-Mini Manual-MDMR (Citroen C1),-5,19,19,January
B-Economy Manual-ECMR (Mazda2),-5,19,19,January
C-Compact Manual-CDMR (Nissan Tiida),-5,19,19,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-5,19,19,January
H-Economy Automatic-EDAR (Nissan Micra),-5,19,19,January
F-Compact Automatic-CDAR (Nissan Tiida),-5,19,19,January
A-Mini Manual-MDMR (Citroen C1),-5,19,19,February
B-Economy Manual-ECMR (Mazda2),-5,19,19,February
C-Compact Manual-CDMR (Nissan Tiida),-5,19,19,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-5,19,19,February
H-Economy Automatic-EDAR (Nissan Micra),-5,19,19,February
F-Compact Automatic-CDAR (Nissan Tiida),-5,19,19,February
A-Mini Manual-MDMR (Citroen C1),-5,19,19,March
B-Economy Manual-ECMR (Mazda2),-5,19,19,March
C-Compact Manual-CDMR (Nissan Tiida),-5,19,19,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-5,19,19,March
H-Economy Automatic-EDAR (Nissan Micra),-5,19,19,March
F-Compact Automatic-CDAR (Nissan Tiida),-5,19,19,March
A-Mini Manual-MDMR (Citroen C1),0,19,19,April
B-Economy Manual-ECMR (Mazda2),0,19,19,April
C-Compact Manual-CDMR (Nissan Tiida),0,19,19,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,19,19,April
H-Economy Automatic-EDAR (Nissan Micra),0,19,19,April
F-Compact Automatic-CDAR (Nissan Tiida),0,19,19,April
A-Mini Manual-MDMR (Citroen C1),0,19,19,May
B-Economy Manual-ECMR (Mazda2),0,19,19,May
C-Compact Manual-CDMR (Nissan Tiida),0,19,19,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,19,19,May
H-Economy Automatic-EDAR (Nissan Micra),0,19,19,May
F-Compact Automatic-CDAR (Nissan Tiida),0,19,19,May
A-Mini Manual-MDMR (Citroen C1),0,19,19,June
B-Economy Manual-ECMR (Mazda2),0,19,19,June
C-Compact Manual-CDMR (Nissan Tiida),0,19,19,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,19,19,June
H-Economy Automatic-EDAR (Nissan Micra),0,19,19,June
F-Compact Automatic-CDAR (Nissan Tiida),0,19,19,June
A-Mini Manual-MDMR (Citroen C1),0,19,19,July
B-Economy Manual-ECMR (Mazda2),0,19,19,July
C-Compact Manual-CDMR (Nissan Tiida),0,19,19,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,19,19,July
H-Economy Automatic-EDAR (Nissan Micra),0,19,19,July
F-Compact Automatic-CDAR (Nissan Tiida),0,19,19,July
A-Mini Manual-MDMR (Citroen C1),0,19,19,August
B-Economy Manual-ECMR (Mazda2),0,19,19,August
C-Compact Manual-CDMR (Nissan Tiida),0,19,19,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,19,19,August
